bu_name,session_title,session_type,session_date,session_time,base_cosine,rel,tech_overlap,novelty,actionability,confidence,final_score,scoring_reason,recommendation_reason,focus_areas
CBG,  → InfinityStar: Uniﬁed Spacetime AutoRegressive Modeling for Visual Generation,Oral Paper,FRI 5 DEC,10:00-11:00,0.5415767431259155,0.7,0.6,0.75,0.65,0.9,0.63175,"The session focuses on unified spacetime autoregressive video generation, aligning with CBG's need for long-duration, high-quality video synthesis. However, explicit 3D/4D reconstruction, motion segmentation, and geometric consistency are less emphasized, limiting direct applicability.",本场聚焦统一时空自回归建模，能高效融合空间和时间信息，正好契合CBG对三维动态理解和长时视频生成的需求，提升时空一致性与生成速度。,统一时空自回归建模; 高分辨率视频生成; 时空依赖建模; 视频生成速度提升; 长时视频时序一致性
DCN,ML for Systems,Workshop,SAT 6 DEC,8 a.m.,0.4703732430934906,0.8,0.7,0.7,0.6,0.9,0.6982499999999998,"The workshop focuses on ML for systems, overlapping with BU's interest in ML-driven telemetry, scheduling, and optimization for data-center networks. It addresses LLM-driven methods and sustainable computing relevant to BU challenges, providing applicable insights but less direct on networking specifics.",本BU关注大规模训练与推理的流量调度与网络优化，ML for Systems研讨会中关于大模型训练调度和能效优化的主题正好对应，能带来实用的,大规模训练调度; 流量预测与管理; 节能优化算法; 网络拥塞控制; 闭环调控机制
海思,The First Workshop on Efficient Reasoning,Workshop,SAT 6 DEC,8 a.m.,0.499838650226593,0.9,0.85,0.8,0.75,0.9,0.8146249999999999,"Strong alignment on efficient large language model inference and reasoning efficiency, with shared focus on scaling, memory, latency, and quantization techniques. Workshop likely offers new system-level insights and algorithms relevant to BU challenges and practical action points.",海思聚焦大模型推理效率，注重内存和计算瓶颈优化，与研讨会强调的训练推理效率突破和系统层面设计高度契合，可借鉴算法和系统方法提升端到端加速能力,推理效率优化; 内存与计算瓶颈; 动态KV缓存; 量化图执行; 系统级调度策略
海思,  → ElasticMM: Efficient Multimodal LLMs Serving with Elastic Multimodal Parallelism,Oral Paper,FRI 5 DEC,3:30-4:30,0.6696347594261169,0.85,0.75,0.8,0.7,0.9,0.75525,"The session targets efficient serving of multimodal LLMs, overlapping with BU's needs on unified multimodal processing and latency improvements. Elastic resource allocation and prefix caching offer actionable approaches. Some differences in focus (serving vs decoding kernels) slightly reduce overlap.",这个Session针对异构多模态请求和推理阶段的资源适配，提出弹性并行策略，正好对应海思BU中跨模态编码器同步延迟和推理资源效率优化的核心诉,多模态并行策略; 模态感知负载均衡; 推理阶段解耦; 统一前缀缓存; 弹性资源调度
海思,  → KVzip: Query-Agnostic KV Cache Compression with Context Reconstruction,Oral Paper,FRI 5 DEC,3:30-4:30,0.6158178448677063,0.8,0.7,0.85,0.75,0.9,0.7267499999999999,Both focus on optimizing KV caches during LLM inference for latency and memory; KVzip's cache compression complements BU's need for reduced memory and latency. The novel query-agnostic eviction and context reconstruction offer actionable strategies aligning well with BU's acceleration and memory traffic goals.,该方案针对长上下文的KV缓存压缩，有效降低内存占用和加速推理，契合海思在多模态编码及长序列加速中对高效缓存管理和低延迟的需求。,KV缓存压缩; 上下文重构; 长序列推理优化; FlashAttenti; 多查询缓存管理
海思,"  → Gated Attention for Large Language Models: Non-linearity, Sparsity, and Attention-Sink-Free",Oral Paper,THU 4 DEC,3:30-4:30,0.604985773563385,0.8,0.7,0.75,0.7,0.9,0.7124999999999999,"Session focuses on sparse gating mechanisms in attention improving performance and long-context extrapolation, relevant to BU's interest in linear and sparse attention methods for efficient long-context LLM inference with latency concerns, offering promising techniques and code resources.",该Session探索门控机制提升注意力模块的非线性和稀疏性，有助于优化大模型的长上下文处理和稳定性，契合海思BU在注意力高效化和序列加速上的,门控机制优化; 非线性增强; 稀疏注意力; 长上下文扩展; 训练稳定性提升
海思,Disaggregated LLM Serving on AI Accelerators,Expo Demonstration,TUE 2 DEC,noon,0.6091949939727783,0.8,0.7,0.6,0.7,0.9,0.6982499999999999,"Session aligns well with BU's focus on LLM serving optimization, especially prefill/decode separation and latency management. Technical methods like stage-specific parallelism and resource mapping overlap with BU challenges. Demo offers practical improvements applicable to BU scenarios, though it may lack novel core research insights.",该Session聚焦LLM推理中的预填与解码阶段的异构优化，正好契合海思解决长上下文、解码瓶颈及内存带宽问题的需求，能借鉴其分离并行策略提升,分阶段并行策略; 内存与计算资源优化; 低延迟推理; 大模型加速; 多阶段解码优化
海思,  → Large Language Diffusion Models,Oral Paper,FRI 5 DEC,10:00-11:00,0.6305394172668457,0.7,0.6,0.8,0.6,0.9,0.63175,"Both focus on large language models and innovative generation methods; session explores diffusion models challenging autoregressive assumptions, offering novel perspectives and methods likely beneficial for BU's acceleration goals, though direct system-level tactics differ.",该Session介绍了基于扩散模型的语言生成，提供了非自回归的解码思路，有望缓解当前BU在token串行解析和上下文计算上的瓶颈，助力实现更,非自回归生成; 扩散模型训练; 高效解码机制; 跨模态统一潜空间; 注意力计算优化
海思,  → Exploring Diffusion Transformer Designs via Grafting,Oral Paper,THU 4 DEC,3:30-4:30,0.6092436909675598,0.6,0.7,0.7,0.5,0.9,0.60325,"Session focuses on diffusion transformers and efficient architecture via grafting, aligning with BU goals on diffusion models and attention optimization. Techniques like replacing softmax with linear/local attention relate to BU's attention sparsity and kernel design. Moderate applicability but less system-level tactics.",该Session探索了通过修改预训练扩散Transformer架构的低成本方法，契合海思BU解决大模型推理效率和架构优化的需求，有助于加速长,预训练模型改造; 扩散Transforme; 计算资源节约; 局部与线性注意力; 模型结构重组
海思,Parallel generation with verification on device,Expo Demonstration,TUE 2 DEC,noon,0.5290640592575073,0.7,0.6,0.6,0.5,0.9,0.60325,"Session focuses on parallel generation and verification, related to BU's interest in multi-path decoding and latency reduction. Techniques overlap in on-device optimization and response quality. Potential insights on verification and selection methods could benefit BU's speculative decoding approach.",海思主攻加速大模型生成和跨模态同步，会议中的并行多流生成与验证技术直接契合，能显著降低延迟并提升设备端推理效率。,多流执行图; 并行生成技术; 设备端推理优化; 延迟与资源管理; 响应质量选择
海思,SwiftEdit: Fast Text-guided Image Editing via One-step Diffusion on a Mobile Device,Expo Demonstration,TUE 2 DEC,noon,0.5213435292243958,0.7,0.6,0.5,0.6,0.9,0.60325,"Both target efficient diffusion and multimodal models on resource-limited hardware with latency constraints. Session focuses on one-step diffusion and multi-model orchestration on mobile, offering useful insights but less emphasis on some BU core challenges like linear attention or unified latent space.",该Session展示的SwiftEdit在移动端高效实现一步扩散图像编辑，正好针对我们BU关注的边缘设备上多模型协同和低延迟执行难题提供实践,多模型协同调度; 低延时推理优化; 边缘设备扩散模型; 内存带宽管理; 实时交互性能
海思,Ling 2.0 and Ling-1T: Scaling Knowledge-Enhanced Large Language Models for Reasoning and Efficiency,Expo Talk Panel,TUE 2 DEC,4 p.m.,0.610176682472229,0.7,0.6,0.65,0.5,0.85,0.5920000000000002,"Both focus on efficient LLM scaling, sparse MoE, and attention improvements, aiding knowledge-enhanced reasoning and long contexts. However, BU targets multimodal and real-time system-level issues, less covered here, moderating overlap and actionability.",海思关注长上下文高效推理和多模态优化，Ling-1T的稀疏MoE与混合精度计算方案提供了极具参考价值的效率提升思路，尤其在缩减内存和加速训练,稀疏专家模型架构; 混合精度训练; 长上下文高效推理; 多模态统一表示; 训练与推理加速方案
海思,On Device/Edge AI,Expo Workshop,WED 3 DEC,noon,0.46156442165374756,0.7,0.6,0.65,0.6,0.8,0.5850000000000002,"The session covers edge AI which aligns with BU's concern for latency and resource constraints. Topics like quantization, pruning, sparsity, and runtime optimizations overlap with BU needs. However, the session is broad and not fully specific to large language model or multimodal acceleration, reducing relevance and direct actionability.",海思BU关注边缘设备上的大模型加速，尤其是减少推理延迟和提升多模态同步，这与本次会议中探讨的轻量模型和实时推理高度契合，能借鉴工具链优化和系,轻量化模型架构; 实时边缘推理; 编译器优化技术; 多模态同步; 系统级延迟控制
计算,ML for Systems,Workshop,SAT 6 DEC,8 a.m.,0.5786936283111572,0.9,0.8,0.85,0.75,0.9,0.80275,"The session closely aligns with BU's focus on ML for systems challenges, including model-runtime-hardware co-design and workload management. It covers LLMs, multimodal models, and agentic workflows, matching BU's needs. Strong potential for novel ML applications and actionable insights for compute and runtime optimization.",本部门关注模型与软硬件协同设计，和会议中关于LLM训练与服务的复杂管理及节能优化高度契合，有助于提前规划算力架构应对新型负载。,模型与硬件协同设计; 大规模训练与服务管理; 多模态与推理模型优化; 节能与碳排放优化; 计算负载预测方法
计算,Ling 2.0 and Ling-1T: Scaling Knowledge-Enhanced Large Language Models for Reasoning and Efficiency,Expo Talk Panel,TUE 2 DEC,4 p.m.,0.4929685592651367,0.85,0.75,0.7,0.6,0.9,0.7362499999999998,"The session focuses on large-scale sparse MoE models and mixed-precision training aligning with BU's interests in MoE routing, low-precision formats, and workload scalability, providing relevant and somewhat novel insights with actionable implementation details.",该Session聚焦基于稀疏MoE架构的模型训练系统和FP8混合精度技术，实现了训练吞吐量的大幅提升，契合我们对模型与硬件协同设计的需求。其,稀疏MoE架构; FP8混合精度训练; 大规模训练系统; 推理算力调度; 模型与硬件协同设计
计算,  → Understanding and Mitigating Numerical Sources of Nondeterminism in LLM Inference,Oral Paper,WED 3 DEC,10:00-11:00,0.5828292369842529,0.8,0.7,0.75,0.7,0.9,0.7124999999999999,"Session addresses numerical precision impact on reproducibility, aligning with BU's focus on FP precision and stable computations. Explores numeric nondeterminism in LLM inference, relevant for BU's co-design needs. Provides practical solutions, offering actionable insights for runtime and hardware co-design.",这次报告针对硬件和软件配置变更带来的LLM推理结果不一致性进行深入分析，强调了浮点精度对计算稳定性和评估可靠性的关键影响，与BU中模型与硬件,数值精度影响; 推理结果复现性; 浮点运算非结合性; 硬件配置影响; 推理流程优化
计算,The First Workshop on Efficient Reasoning,Workshop,SAT 6 DEC,8 a.m.,0.5927050113677979,0.8,0.7,0.7,0.6,0.9,0.6982499999999998,"Session focuses on efficient large reasoning models under resource constraints, directly related to BU's challenge of optimizing computation with new model paradigms and hardware-software co-design, promising relevant novel insights and practical solutions for efficiency bottlenecks.",本Session关注在有限计算资源下优化大型推理模型的训练与推理效率，契合BU对算力与模型协同设计的严苛需求，帮助解决内存、带宽及延迟瓶颈，,高效推理算法; 低位宽计算精度; 计算图量化执行; 动态缓存管理; 模型与硬件协同设计
计算,  → ElasticMM: Efficient Multimodal LLMs Serving with Elastic Multimodal Parallelism,Oral Paper,FRI 5 DEC,3:30-4:30,0.5896031856536865,0.8,0.6,0.7,0.6,0.9,0.6649999999999999,"Session targets efficient serving of multimodal LLMs with elastic parallelism, relevant to BU's focus on evolving AI computation and multimodal workloads. While deep precision and hardware co-design are less emphasized, insights on dynamic resource allocation and runtime optimization offer useful actionable concepts for BU.",该Session提出的弹性多模态并行策略精准对应计算BU对异构资源调度和动态并行的需求，优化多模态推理的延迟和吞吐在未来模型架构与硬件软件协,多模态推理优化; 弹性并行调度; 资源异构适配; 动态负载均衡; 系统级性能提升
计算,"AI Assistants in the Wild: Agents, Adaptation, and Memory-Augmented Deployment",Expo Workshop,WED 3 DEC,noon,0.5998773574829102,0.7,0.6,0.7,0.6,0.9,0.62225,"Session focuses on agentic AI and long-term adaptation with memory constraints, aligning with BU's interest in computation efficiency and evolving AI workloads. Some overlap on memory and runtime aspects but less on low-precision formats and deep hardware-software co-design details.",该Session关注生成式智能体在边缘设备的高效部署和持久记忆，与计算BU对模型与硬件协同设计、内存层次和动态负载预测的挑战紧密契合，有助提,模型与硬件协同设计; 内存层次优化; 动态负载预测; 持久化记忆机制; 边缘设备实时推理
计算,On Device/Edge AI,Expo Workshop,WED 3 DEC,noon,0.6392538547515869,0.7,0.6,0.6,0.5,0.9,0.60325,"The session focuses on edge AI deployment challenges, overlapping hardware/software concerns relevant to computation BU. However, BU's emphasis on precision formats and workload forecasting is less directly addressed, limiting full technical and actionability alignment.",本BU精准匹配边缘AI在模型与硬件协同设计中的计算挑战，尤其是低精度数值稳定性及资源受限环境下的算力分配，收获工作负载前瞻性预测与优化策略。,模型-硬件协同设计; 低精度数值稳定性; 计算资源优化; 边缘推理架构; 实时推理算法
计算,Disaggregated LLM Serving on AI Accelerators,Expo Demonstration,TUE 2 DEC,noon,0.6292072534561157,0.7,0.6,0.5,0.6,0.9,0.60325,"The session focuses on disaggregated LLM serving optimization, overlapping with BU's interest in workload forecasting and runtime optimization, especially for latency and throughput. However, it lacks coverage of precision formats and comprehensive co-design challenges highlighted by the BU.",本Session详细展现基于哈喽特定推理阶段的差异化并行策略，精准匹配计算与内存资源，帮助计算BU解决模型架构与硬件栈协同发展的关键性能瓶颈,阶段性并行策略; 资源效率优化; LLM推理加速; 时延与吞吐优化; 异构硬件协同
计算,  → Breaking the Performance Ceiling in Reinforcement Learning requires Inference Strategies,Oral Paper,THU 4 DEC,10:00-11:00,0.6047290563583374,0.7,0.5,0.8,0.6,0.9,0.5985,"Session focuses on RL inference strategies that improve compute efficiency and performance, aligning with BU's focus on evolving train/infer paradigms. However, it lacks direct hardware-software co-design or low-precision format discussions, moderating scores.",该研究展示了推理阶段策略对突破复杂多智能体强化学习性能瓶颈的重要性，特别是在硬件资源和计算预算有限的情况下，实现了显著性能提升。对预测未来计,推理策略优化; 多智能体强化学习; 计算预算管理; 性能瓶颈突破; 大规模实验验证
温哥华云,Agentic AI/RL,Expo Talk Panel,TUE 2 DEC,4 p.m.,0.5784477591514587,0.9,0.85,0.8,0.75,0.9,0.8146249999999999,"The session focuses on agentic AI environments, RL infrastructure, and safety—highly relevant to BU's RFT and RL deployment challenges, especially environment integration and safety. Techniques and systems overlap closely with BU's needs, promising actionable insights and novel tools for productionization.",温哥华云在解决强化学习环境与真实应用之间的关键技术挑战，特别是离线优化稳定性与安全适应方面，能从本次会议的环境构建与系统一体化创新中获得重要,强化学习环境搭建; 长时序离线优化; 多模态信用分配; 在线安全适应机制; 分布式训练容错
温哥华云,Building Foundational Models for Robotics at Tesla,Expo Talk Panel,TUE 2 DEC,4 p.m.,0.5693489909172058,0.9,0.85,0.8,0.75,0.9,0.8146249999999999,"Both focus on multimodal foundational models in robotics involving real-world deployment, safety, and evaluation—key BU challenges. Tesla's practical robotics insights likely offer novel methods and actionable strategies for scalable training and online safety.",本次分享涉及多模态基础模型训练与实际机器人执行端到端控制，恰好针对强化学习在复杂物理环境中的数据效率和安全性难题，能给我们云端强化学习细化优,多模态模型训练; 端到端视觉行动控制; 强化学习数据效率; 安全性评估策略; 实际部署可靠性
温哥华云,Embodied World Models for Decision Making,Workshop,SAT 6 DEC,8 a.m.,0.5735694169998169,0.9,0.8,0.85,0.75,0.9,0.80275,"Session focuses on embodied decision-making and world models with RL, matching BU's challenge on model-based RL, sim-to-real transfer, and sensor fusion; offers novel insights and actionable methods, though some BU production details may be less covered.",这个Workshop聚焦通过学习模型提升决策制定能力，正好契合我们在有限交互预算和稀疏奖励环境下提高强化学习效率与稳定性的核心难题。能助力解,模型驱动强化学习; 长周期规划; 稀疏奖励处理; 多模态路径评估; 仿真与现实融合
温哥华云,Recent developments in embodied AI,Expo Talk Panel,TUE 2 DEC,4 p.m.,0.5323125123977661,0.9,0.75,0.85,0.7,0.9,0.7813749999999998,"Session covers embodied AI with multimodal LLMs, reinforcement learning, and real-world interaction challenges closely matching BU's focus on RL fine-tuning, sim-to-real, and safety. Some technical details like distributed training and evaluation metrics are less emphasized, slightly lowering overlap and actionability.",温哥华云BU面临的多模态模型强化学习优化与实体交互中的高效训练数据生成，与本次讨论多模态大模型端到端训练和实地感知能力的提升高度契合，可直观,多模态强化学习; 端到端训练; 视觉与语言模型融合; 长期状态追踪; 安全感知控制
温哥华云,  → PRIMT: Preference-based Reinforcement Learning with Multimodal Feedback and Trajectory Synthesis from Foundation Models,Oral Paper,WED 3 DEC,3:30-4:30,0.6465792655944824,0.85,0.8,0.75,0.7,0.9,0.767125,"The session directly addresses preference-based RL with multimodal feedback and credit assignment, aligning well with BU's needs for sample-efficient preference modeling, off-policy optimization, and credit assignment in multimodal contexts.",该Session通过多模态反馈和轨迹合成增强偏好强化学习，解决了少样本数据中奖励学习和因果归因难题，这与需求高效偏好学习和多模态信用分配的挑,多模态反馈融合; 轨迹合成与增强; 偏好强化学习; 因果信用分配; 少样本数据效率
温哥华云,Large-Scale Real-World Physical AI Systems,Expo Workshop,TUE 2 DEC,noon,0.570080578327179,0.85,0.75,0.8,0.7,0.9,0.75525,"Session focuses on physical AI systems integrating sensors, control, and VLA models, aligning well with BU's challenges in embodied AI, sensor fusion, RL fine-tuning, and scalable training. Emerging VLA models and data flywheel insights offer substantial novelty and actionable concepts for BU deployment.",物理AI强调多模态感知和行动闭环，与温哥华云在多模态强化学习中的数据高效与安全控制难题高度契合，可助力提升真实环境下鲁棒性与可部署性。,多模态感知融合; 端到端物理AI模型; 强化学习偏好优化; 安全感知与控制; 跨领域迁移学习
温哥华云,Workshop on Scaling Environments for Agents,Workshop,SUN 7 DEC,8 a.m.,0.5358035564422607,0.85,0.7,0.8,0.75,0.9,0.7433749999999999,"The session focuses on scaling environments for LLM-based agents, aligning with the BU's challenges in RFT and embodied AI. Overlap in sim-to-real and evaluation exists, offering novel insights and actionable methods for environment design and deployment challenges.",该会议聚焦环境设计和多样性，正好契合我们在多模态强化学习中对环境交互与稳定性的需求，能助力解决线上适应与仿真到实物的瓶颈。,环境设计与架构; 长时序稀疏奖励优化; 多模态轨迹信用分配; 仿真到现实迁移; 分布式弹性训练
温哥华云,Workshop on Multi-Turn Interactions in Large Language Models,Workshop,SAT 6 DEC,8 a.m.,0.4506499171257019,0.8,0.7,0.85,0.65,0.9,0.7172499999999998,"Both address long-horizon RL with sparse rewards and alignment in LLMs, particularly multi-turn interactions. The workshop's focus on multi-turn RL and evaluation aligns well with BU's RFT challenges, offering novel insights though less emphasis on distributed training and embodied AI aspects.",本BU面临强化学习中跨多模态长时序任务的稳定优化和严苛评测挑战，研讨会覆盖多轮交互中的强化学习和长期评估，能助力解决数据效率和现实部署中的实,多轮强化学习; 长时序优化; 稀疏奖励机制; 多模态轨迹规划; 分布式训练与评测
温哥华云,ML for Systems,Workshop,SAT 6 DEC,8 a.m.,0.3886956572532654,0.8,0.7,0.75,0.65,0.9,0.7077499999999999,"Session focuses on ML for systems including RL, LLM training/serving, and distributed training, aligning with BU's challenges in RL fine-tuning, distributed systems, and safe control. Some specificity about embodied AI and sim-to-real gaps less directly covered, limiting full overlap and actionability.",该BU核心挑战集中在分布式训练和稳定的强化学习优化，与会议中关于LLM在系统任务中的应用及可持续计算优化高度契合，有助于解决现实场景下的长期,分布式训练与弹性容错; 多模态强化学习优化; 稀疏及延迟奖励处理; 在线安全适应机制; 性能与成本权衡策略
温哥华云,Who Needs Attention Anyway? Real-Time Control from Learned State Geometry,Expo Demonstration,TUE 2 DEC,noon,0.5888344645500183,0.75,0.65,0.7,0.6,0.9,0.6602499999999998,"Session focuses on real-time control with streaming state-space models and RL, aligning well with BU's interest in stable RL, latency, and safety. Some method differences exist, but insights into low-latency, safe control and geometry-based planning offer valuable novel ideas for BU deployment challenges.",该Session提出的实时流式状态空间模型及几何规划，解决了强化学习在实际部署中的延迟和安全性问题，非常契合温哥华云对稳定、低延迟且安全适应,实时流式状态空间模型; 几何学在线学习; 边缘设备控制; 低延迟适应; 安全强化学习
温哥华云,Second Workshop on Aligning Reinforcement Learning Experimentalists and Theorists (ARLET),Workshop,SAT 6 DEC,8 a.m.,0.5080800652503967,0.75,0.65,0.7,0.6,0.9,0.6602499999999998,"Session focuses on bridging RL theory and practice, aligning well with BU's challenge of real-world RL deployment and stable, efficient methods. Though BU's embodied AI and system aspects are less emphasized, the workshop's focus on pre-trained models and experimental-theoretical gaps presents useful learning and collaboration opportunities.",温哥华云重点解决强化学习在真实世界中的数据效率和稳定性问题，与会话强调理论与实验对齐，特别是利用预训练模型提升RFT效果，两者在优化长时程稀,数据高效偏好学习; 稀疏奖励长时程优化; 多模态信用分配机制; 预训练模型强化学习; 稳定的离策略训练
温哥华云,  → A Snapshot of Influence: A Local Data Attribution Framework for Online Reinforcement Learning,Oral Paper,FRI 5 DEC,3:30-4:30,0.645020604133606,0.7,0.6,0.75,0.65,0.95,0.648375,"The session addresses online RL efficiency, interpretability, and sample complexity, overlapping with BU's interest in stable off-policy RL and evaluation, though less emphasis on multimodal or embodied AI aspects; offers novel methods and insights applicable to BU's RFT challenges.",解决在线强化学习中样本效率和训练稳定性难题，助力温哥华云在真实场景下的分布式稳定训练与在线自适应。,在线强化学习; 数据归因框架; 迭代影响过滤; 样本效率提升; 训练稳定性
温哥华云,  → A Clean Slate for Offline Reinforcement Learning,Oral Paper,THU 4 DEC,10:00-11:00,0.6110655069351196,0.7,0.65,0.75,0.6,0.9,0.643625,"Session focuses on offline RL evaluation, algorithm clarity, and unified methods aligning with BU's needs in stable off-policy RL and evaluation rigor, offering relevant insights but lacking embodied AI and distributed training aspects emphasized by BU.",本次会议聚焦离线强化学习中算法设计的透明和统一评测，正好切入云BU关于强化学习稳定优化与评测标准化的需求，有助于提升真实环境下多模态智能体的,离线强化学习算法统一; 在线调优预算量化; 模型无关简洁实现; 多模态强化学习评测; 数据高效利用
