session_code,title,session_type,url,speakers,abstract,topics,nvidia_technologies
DLIT81639,Automate 3D Data Pipelines With USD Exchange SDK [DLIT81639],Training Lab,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dlit81639/,"Beau Perschall (Director, Omniverse Sim Data Ops, NVIDIA); Andrew Kaufman (Principal Software Engineer, NVIDIA)","In this instructor-led lab, you’ll learn how to build robust OpenUSD-based data pipelines using the USD Exchange SDK, enabling you to leverage your existing 3D software and tools for scalable physical AI workflows. You'll start from common 3D source formats and write Python-based code to extract, transform, and load assets into reusable, modular USD representations suitable for large-scale workflows. Through guided, hands-on exercises, you'll structure 3D content into composable USD assets, apply simulation-ready (“SimReady”) standards, and enrich assets with rigid-body physics that support downstream robotics and simulation workloads. By the end of the lab, you'll have automated an asset conversion pipeline capable of processing large 3D datasets, giving you a practical blueprint you can adapt to your own production environment. Intermediate experience with Python, including working with packages, virtual environments, and basic scripting. Familiarity with content concepts such as meshes, materials, transforms, and scene hierarchies common to 3D modeling applications. Understand command-line usage for running scripts and managing project files. Recommended: Have completed the Learn OpenUSD curriculum (https://docs.nvidia.com/learn-openusd/latest/index.html), covering fundamentals of USD-based scene representation and concepts (stages, layers, prims, and composition). Have basic familiarity with robotics or simulation or general 3D content workflows (for example, using simulation tools or working with physics-enabled assets)",Manufacturing,"RTX GPU, Isaac, Omniverse, DLSS, PhysX, NVIDIA NIM, Blackwell"
DLIT81878,Build a Public Safety Visual Search and Summarization Agent With Palantir AIP [DLIT81878],Training Lab,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dlit81878/,"Nell Barber (Solutions Architect, NVIDIA)","In this hands-on training lab, you'll learn how to supercharge your video workflows by reimagining NVIDIA’s Visual Search and Summarization Agent Blueprint inside Palantir’s Artificial Intelligence Platform (AIP). We’ll demonstrate how to extract visual insights from input video in the form of captions and scene descriptions, and you’ll get your hands dirty processing and indexing those insights for retrieval tasks like summarization and Q&A. You’ll bring it all together by creating an interactive dashboard to view input video alongside timestamped summaries and query your visual agent in natural language. By the end of this lab, you'll know how to transform passive video streams and hours of recordings into active, decision-driving assets, empowering your enterprise to maximize the impact of your visual data without ever writing a single line of code.",Smart Cities / Spaces,
DLIT81774,Build a Video Analytics AI Agent With Vision Language Models [DLIT81774],Training Lab,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dlit81774/,"Sammy Ochoa (Technical Marketing Engineer, NVIDIA)","New vision language models (VLMs) are transforming computer vision with scalable, reasoning zero-shot solutions. Learn about Cosmos Reason — a new open and fully customizable reasoning VLM for physical AI and robotics — that lets robots and vision AI agents reason like humans, using prior knowledge, physics understanding, and common sense to understand and act in the real world. In this lab, you'll build a video analytics AI agent using the NVIDIA Blueprint for Video Search and Summarization (VSS) with Cosmos Reason VLM.",All Industries,"HGX, DeepStream, TensorRT, Metropolis, TAO Toolkit, NVIDIA AI Enterprise, Cosmos"
DLIT81814,Build Agentic Workflows for Financial Applications [DLIT81814],Training Lab,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dlit81814/,"David Williams (Solutions Architect, NVIDIA); Benjamin Wu (Sr. Solutions Architect, NVIDIA)","We'll walk you through how to turn financial services workflows into end‑to‑end AI agents, covering orchestration, tools, retrieval, and guardrails tailored to domain-specific applications in the financial services industry (FSI). Using NVIDIA’s NeMo Agent Toolkit and Blueprints, you'll get hands on to building multi‑agent systems that support use cases such as investment research and agentic commerce.",Financial Services,"NeMo, NVIDIA NIM, NVIDIA AI Enterprise"
DLIT81808,Build Contact-Rich Robot Manipulation Skills With Isaac Lab [DLIT81808],Training Lab,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dlit81808/,"Ashwin Varghese Kuruttukulam (coming soon, NVIDIA); Ayusman Saha (coming soon, NVIDIA)","Learn how to develop contact‑rich manipulation policies in Isaac Lab, and deploy them using NVIDIA Isaac ROS. In this hands‑on lab, you will walk through a gear-assembly workflow that uses Isaac Lab to train an insertion policy, and then deploy it in ROS 2, together with perception models (segmentation and 3D pose estimation) and cuMotion for GPU‑accelerated planning. You'll see how to configure an Isaac for Manipulation workflow that begins with a simulated UR robot and depth cameras for training the policy, and then tune to achieve robust, repeatable sim‑to‑real performance on contact‑rich tasks.",All Industries,Isaac
DLIT82006,"Build Cost-Effective, Scalable RAG Pipelines: From Ingestion to Response Generation [DLIT82006]",Training Lab,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dlit82006/,"Ruchika Kharwar (Product Manager, NVIDIA)","We'll walk you through the full life cycle of a RAG pipeline: data ingestion, chunking and embedding, retrieval orchestration, and response generation, emphasizing robustness techniques such as hybrid retrieval, fallback strategies, caching, and constraint-aware prompting, along with patterns for monitoring quality and detecting drift over time. You'll also explore scaling concerns, including index sharding, cost-aware architecture choices, and aligning RAG design with product requirements and service-level agreements. By the end, you'll have implemented and evaluated a RAG pipeline that balances answer quality, latency, and reliability, providing a template for deploying similar systems in production.",All Industries,"NVIDIA NIM, NVIDIA AI Enterprise, cuVS"
DLIT81550,Build Domain AI Agents That Seamlessly Tap Into Your Existing Tools and Data With NVIDIA Nemotron and NeMo [DLIT81550],Training Lab,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dlit81550/,"Shashank Verma (Sr. Technical Marketing Engineer, NVIDIA); Yang Yu (Solutions architect, NVIDIA)","Developing effective AI agents requires more than a powerful model — it demands the ability to use the tools, data, and systems that drive real-world workflows. Learn how to create a production-ready agent for a custom use case using NVIDIA NeMo powered by Nemotron models. You'll deploy NeMo modules, customize and evaluate model behavior, connect to data and tools, and apply guardrails for reliable operation. A central focus is enabling the agent to work fluidly with an existing data and tooling ecosystem — integrating APIs, function calls, and the Model Context Protocol (MCP) to accomplish meaningful tasks end to end. We'll also demonstrate a data flywheel that captures interactions to boost accuracy, reliability, latency, and cost over time. You'll build a complete system that you can extend in enterprise or personal environments. Basic experience with Python A general understanding of LLMs or agent workflows or Generative AI concepts (no deep ML background required) Familiarity with REST APIs or function-calling concepts is helpful but not mandatory Optional but beneficial: Exposure to NVIDIA NeMo, containerized development (Docker), or cloud workflows No prior experience with Nemotron models or NeMo is required.",All Industries,"NeMo, NVIDIA NIM"
DLIT81609,Build End-to-End Medical AI Workflows With NVIDIA Clara Open Models [DLIT81609],Training Lab,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dlit81609/,"Ahmed Harouni (Technical Marketing Engineer, NVIDIA)","This comprehensive hands-on workshop demonstrates how to build production-ready medical AI workflows using NVIDIA Clara's latest open models and tools. You'll gain practical experience with NV-Segment, NV-Generate, NV-Reason, and MONAI Label to create powerful medical imaging applications.",Healthcare & Life Sciences,"MONAI, NVIDIA NIM"
DLIT81816,Build Robot-Ready Assets for Physically Accurate Simulations With Lightwheel [DLIT81816],Training Lab,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dlit81816/,"Frank Chen (Director of Engineering, Lightwheel); Siyi Lin (Technical Artist Lead, Lightwheel)","In this hands-on lab, Lightwheel, a leading provider of simulation-ready assets, platforms, and synthetic data for embodied AI, guides you through the complete SimReady asset preparation workflow. You’ll learn to generate high-fidelity synthetic data using OpenUSD, configure accurate physics properties (mass, friction, collision geometry) with PhysX and Newton, and add semantic metadata along with manipulation affordances. You’ll validate your work by deploying trained robot agents inside NVIDIA Isaac Sim. By the end of the lab, you’ll know how to build simulation-ready scenes that support real-to-sim calibration and sim-to-real transfer, enabling robots to learn robustly in simulation and perform reliably in the real world. Recommended:",Manufacturing,"Isaac, Omniverse, PhysX"
DLIT81541,Build Surgical and Medical Robotics With NVIDIA Isaac for Healthcare: From Simulation to Deployment [DLIT81541],Training Lab,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dlit81541/,"Maximilian Ofir (Technical Marketing Engineer, NVIDIA GmbH)","Gain hands-on experience in setting up simulation environments, generating and converting synthetic medical data, modifying scenes and assets, collecting and curating datasets via state-machine demonstrations, fine-tuning the GR00T N1 Vision-Language-Action (VLA) model, and testing robotic ultrasound tasks in simulation. We emphasize safe, efficient AI model development and deployment for healthcare applications. IsaacSim and IsaacLab foundational experience. Python and terminal experience. General understanding of deep learning, and vision language action models.",Healthcare & Life Sciences,"RTX GPU, AGX, Clara, Isaac, Clara Holoscan, MONAI, Cosmos"
DLIT81798,Building and Deploying Digital Twin Applications With Omniverse Kit App Streaming [DLIT81798],Training Lab,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dlit81798/,"Sebastian Misiurek (Sr. Product Manager, Omniverse, NVIDIA); Andrew Wrenn (Cloud Software Engineer, NVIDIA)","Unlock the power of real-time 3D digital twin applications with NVIDIA Omniverse Kit App Streaming. In this lab, you'll build, containerize, deploy, and extend interactive 3D applications that stream directly to web clients, enabling scalable, remote simulation and control for digital twin solutions. We’re going to create a streaming-ready OpenUSD application and a front-end client, then package and deploy a solution using industry-standard tools and APIs. You’ll explore how to implement custom messaging between your app and client, allowing for rich, bi-directional interaction and integration with live data sources. You'll gain practical experience with the full development and deployment workflow for Omniverse Kit App Streaming and develop a solid foundation for building operational digital twins that deliver real-time insights and collaboration across your organization.",All Industries,
DLIT81699,Building and Testing Multi‑Robot Scenarios with Isaac Sim and ROS 2 [DLIT81699],Training Lab,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dlit81699/,"Rishabh Chadha (Technical Marketing Engineer - Isaac, NVIDIA); Ayush Ghosh (Robotics Systems Engineer, NVIDIA)","Gain practical experience in orchestrating multi-robot collaboration, automating simulation workflows, and executing autonomous navigation and object manipulation tasks in a test scenario, using ROS 2, Simulation Interfaces, and Isaac Sim. These skills will empower you to deploy and test advanced robotics solutions.",All Industries,Isaac
DLIT81861,"Compress, Cut, and Distill: The Latest Gen AI Model Compression Techniques in Practice [DLIT81861]",Training Lab,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dlit81861/,"Lavinia Ghita (Solutions Architect, NVIDIA); Sergio Perez (Solutions Architect, NVIDIA); Harshita Seth (Solutions Architect, NVIDIA); Liana Mikaelyan (Sr. Solutions Architect, NVIDIA)","This training lab explores the art and engineering of compressing large language models to make them cheaper, faster, and easier to deploy while preserving practical capability. Designed for a broad audience that spans beginners to advanced practitioners, the workshop will introduce foundational concepts for newcomers, share implementation patterns and pitfalls for experienced engineers, and highlight cutting-edge research directions for specialists.",All Industries,
DLIT81697,"Configure Robot Simulations With OpenUSD and PhysX: Tuning, Stability, and Asset Authoring Best Practices [DLIT81697]",Training Lab,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dlit81697/,"Alexandra Kissel (Robotics Simulation Software Engineer, NVIDIA); Steven Feng (Robotics Engineer, NVIDIA)","Learn from NVIDIA experts about OpenUSD best practices and physics tuning of mechanisms, using the example of a robotic hand. Starting from a URDF file, see how to structure, assemble, and optimize USD. Then learn about the physics tuning process, to enable dexterous hands to behave realistically in simulation. We will focus on best practices that make complex hand models performant, controllable, and ready for downstream learning and control tasks. Intermediate experience with Python, including working with packages, virtual environments, and basic scripting. Familiarity with 3D content concepts such as meshes, materials, transforms, and scene hierarchies from tools like Blender, Maya, or similar DCC applications. Understand command-line usage for running scripts and managing project files. Have familiarity with robotics or simulation workflows (for example, using simulation tools or working with physics-enabled assets).",All Industries,Isaac
DLIT81948,Create Generative AI Workflow for Design and Visualization in ComfyUI [DLIT81948],Training Lab,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dlit81948/,"Ashlee Martino-Tarr (3D Workflow Specialist, NVIDIA); Alessandro La Tona (3D Workflow Specialist, NVIDIA); Daniela Flamm Jackson (3D Workflow Specialist, NVIDIA)","The latest image and video generation models, combined with LLM, are fantastic tools to build powerful agentic AI workflows, but they're hard to access through too many cloud access points to efficiently iterate on concepts and stay up to date. In this two-hour instructor-led workshop, you'll learn how to use GPU acceleration for ComfyUI on local workstation or servers, pulling the latest models to build complex generative workflows. Workflows will range from relighting pictures/video, 3D workflows including Physically based rendering map generation, or even building storyboard from pictures and text. Whether you're a developer willing to learn what models work best for what tasks, or an industrial designer or digital artist willing to understand how to drive AI with your inputs, this course demonstrates how ComfyUI can be used to power design and visualization workflows with Gen AI.",AEC,"RTX GPU, RTX Virtual Workstations (vWS)"
DLIT81879,Create Vision AI Applications With Generative AI Coding Agents [DLIT81879],Training Lab,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dlit81879/,"Carlos Garcia-Sierra (Product Manager - Metropolis AI Workflows, NVIDIA)","Computer vision is a cornerstone of the generative AI revolution, providing the essential visual metadata required by vision language models (VLMs) to extract actionable insights. In this two-hour instructor-led workshop, you will learn how to GPU-accelerate your video analytics workflow by combining the NVIDIA DeepStream SDK with the power of prompt engineering. Discover how to generate complete, GPU-accelerated DeepStream pipelines using simple natural language prompts. Whether you are a developer new to DeepStream or an advanced user looking to accelerate your prototyping, this course demonstrates how to produce intuitive, readable Python applications without the manual overhead. Join us to bridge the gap between traditional video analytics and modern GenAI development.",All Industries,"DeepStream, Metropolis, Cosmos, Blueprint"
DLIT81660,Data to Decisions: GPU-Accelerated Decision Optimization [DLIT81660],Training Lab,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dlit81660/,"Burcin Bozkaya (Sr. Developer Relations Manager, NVIDIA); Adi Geva (Technical Marketing Engineer, NVIDIA)","Learn to optimize decision optimization problems with GPU-accelerated workflows using NVIDIA cuOpt, RAPIDS, CUDA-X libraries, and Nemotron models. This hands-on lab dives into advanced LP/MIP solver integration, accelerated primal heuristics, cutting-plane methods, and deployment patterns for large-scale, real-time optimization. Foundational knowledge of optimization: Familiarity with Linear Programming and Mixed Integer Programming concepts (constraints, relaxations, heuristics, cutting planes). Basic Python proficiency: Ability to read and modify Python scripts used in optimization workflows. Some experience with GPUs or CUDA-based frameworks: Prior exposure to GPU computing (e.g., RAPIDS, CUDA-X libraries) is helpful but not mandatory. Comfort with OR tooling: Experience with at least the optimization solver ecosystem",All Industries,"CUDA, CUDA-X, cuOPT"
DLIT82008,Deploy and Customize Your AI Factory: Make Your AI Factory Feel Like Home! [DLIT82008],Training Lab,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dlit82008/,"Max Steele (Sr. Technical Instructor in AI and Data Center, NVIDIA); Terrell Bennett (Technical Training Content Developer, NVIDIA)","This hands-on lab will get you down and dirty with customizing an AI factory. Experience how typical administrator tasks are made easier with NVIDIA Mission Control, and explore the interfaces and tools that NVIDIA Mission Control provides for doing ""Day 1 and beyond"" work.",All Industries,"Grace CPU, DGX Platform, HGX, Infiniband Networking, Hopper, LaunchPad, Base Command Manager, Interconnect Networking, Blackwell, NVIDIA AI Enterprise, Mission Control"
DLIT81738,Deploy and Optimize LLMs and VLMs on NVIDIA Jetson Thor [DLIT81738],Training Lab,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dlit81738/,"Chitoku Yato (Sr. Technical Product Marketing Manager, NVIDIA)","Learn to deploy, optimize, and accelerate large language models (LLMs) and vision-language models (VLMs) on NVIDIA Jetson Thor through hands-on exercises with real hardware. We'll demonstrate production-ready inference frameworks including vLLM and SGLang, apply NVIDIA ModelOpt for quantization, showcase systematic methods to achieve inference performance improvements, and explore advanced capabilities like tool calling and live VLM inference — all running on edge devices you can touch and interact with. Required: Basic understanding of Large Language Models and transformer architectures Familiarity with Python programming and container technologies (Docker) Experience with command-line interfaces and SSH for remote device access Laptop with network connectivity (Ethernet preferred, WiFi acceptable) Recommended:",All Industries,"Jetson, AGX, CUDA, TensorRT, JetPack, Blackwell, Cosmos"
DLIT81958,Deploy State-of-the-Art Gen AI on Your RTX PRO Workstation [DLIT81958],Training Lab,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dlit81958/,"Julius Gregor Tischbein (Sr. Developer Technology Software Engineer, NVIDIA); Maximilian Mueller (Sr. Developer Technology Software Engineer, NVIDIA)","This session guides you through the end-to-end deployment of generative image models on NVIDIA RTX PRO workstations by leveraging ONNX Runtime and TensorRT-RTX. We'll demonstrate how to ship a multi-stage model pipeline across a wide set of hardware without sacrificing performance. This workflow will be powered by classic graphics APIs, ONNX Runtime, and the TensorRT-RTX Execution Provider. You'll leave with the skills to convert raw models into high-performance, offline-capable applications that run seamlessly across diverse hardware architectures.",All Industries,"RTX GPU, DGX Platform, RTX Virtual Workstations (vWS), Blackwell, DGX Spark"
DLIT81650,Develop AI-Powered Operational Dashboards for Digital Twin Applications [DLIT81650],Training Lab,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dlit81650/,"Victor Yudin (Software Architect, NVIDIA); Justine Lin (Technical Marketing Engineer, NVIDIA)","Create intelligent operational dashboards for digital twin applications using NVIDIA Omniverse. Build compact, real-time monitoring interfaces with React to track factory metrics, robot states, and sensor data streams. Embed custom panels into Kit applications and deploy dashboards across local and cloud environments. Learn to integrate LLM agents for natural language interaction with your digital twin data. Through hands-on exercises, learn the workflow for dashboard creation for streaming deployment, enabling intelligent monitoring and control of complex industrial operations.",All Industries,
DLIT81725,Develop Production Agents with Eval-Driven Design [DLIT81725],Training Lab,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dlit81725/,"Dhruv Nandakumar (Cybersecurity AI Solutions Architect, NVIDIA)","This training lab will explore new techniques for building robust, production-ready AI agents by focusing on an evaluation-driven design workflow. You'll learn how we use human-created datasets for iterative improvement and how to apply continuous eval and iterate cycles, including prompt changes and experimentation, to significantly improve agent performance. The prerequisites for this course are practical familiarity with AI/ML fundamentals, including Large Language Models (LLMs), and programming proficiency in Python. Attendees should also have a working understanding of basic prompt engineering and experience with the overall lifecycle of building an AI application, as the lab is focused on the advanced, production-ready stage of evaluation and iterative design.",All Industries,"NeMo, NVIDIA AI Enterprise"
DLIT82002,Efficient Workload Management for AI Factories: What Every Admin Needs to Know [DLIT82002],Training Lab,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dlit82002/,"Max Steele (Sr. Technical Instructor in AI and Data Center, NVIDIA); Terrell Bennett (Technical Training Content Developer, NVIDIA)","In this hands-on lab you'll learn, as an AI factory administrator, how real workloads are run on a cluster. Intended for IT types (not data scientists!), this lab will have you configuring Run:ai, allocating and monitoring resources, and building a workload with NVIDIA NIMS to understand just what the user experience is, and what tools are at your disposal to make the AI factory workloads actually work.",All Industries,"DGX Platform, HGX, Infiniband Networking, LaunchPad, Base Command Manager, NVIDIA NIM, NVIDIA AI Enterprise, NVIDIA Run:ai, Mission Control"
DLIT81945,Faster Together: Train and Deploy a Speculative Decoding Model for Low-Latency LLM Inference [DLIT81945],Training Lab,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dlit81945/,"Mireille Fares (Sr. AI Solution Architect, NVIDIA); Dmitry Mironov (Solutions Architect, NVIDIA)","Dive deep into theory and practice of low-latency inference by deploying NVIDIA TensorRT-LLM with advanced speculative decoding techniques. You'll train an Eagle-3 draft head to propose candidate tokens efficiently, serve it, and benchmark it using AIPerf to quantify how these strategies minimize latency.",Cloud Services,"TensorRT, Dynamo"
DLIT81641,Find the Bottleneck: Optimize AI Pipelines With Nsight Systems [DLIT81641],Training Lab,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dlit81641/,"Sneha Latha Kottapalli (Sr. Systems Software Engineer, NVIDIA)","Learn about using NVIDIA Nsight Systems for bottleneck detection in AI pipelines and explore new features to optimize and scale the execution of your applications. This lab will guide you through the performance analysis process of GPU-accelerated AI applications that run across multiple, possibly containerized, compute instances. In addition to profiling of CPU, GPU, network and I/O activity, we'll show how NVTX and plugin mechanisms enable the collection of custom data to support an even more comprehensive and tailored analysis on the target platform. We'll also show how the recipe system can be used to identify bottlenecks in applications running across multiple nodes. This lab is for both beginners and experienced developers who want to learn about the latest features, tips, and tricks for performance analysis to get the most out of their hardware.",All Industries,NSight Systems
