session_code,title,session_type,url,speakers,abstract,topics,nvidia_technologies
CWES81524,"Connect With Cybersecurity, Agentic AI, and Threat Hunter Experts [CWES81524]",Connect With the Experts,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-cwes81524/,"Neha Hudait (Sr. Security Product Manager, NVIDIA); Ofir Arkin (Sr. Distinguished Engineer, NVIDIA); Hsin Chen (Sr. Data Scientist, Cybersecurity AI, NVIDIA); Marcela Denniston (SDO Executive, NVIDIA); Leon Derczynski (Principal Research Scientist, NVIDIA); Rich Harang (Principal AI Security Engineer, NVIDIA); Becca Lynch (Offensive Security Researcher, NVIDIA); Daniel Rohrer (VP of Software Product Security, NVIDIA); Laura Seletos (Principal Cloud Security Architect, NVIDIA); Julien Soriano (Security Executive, NVIDIA)",Join NVIDIA cybersecurity and agentic AI experts to learn how NVIDIA technology and agentic systems can be applied to strengthen your cybersecurity posture.,All Industries,NIM
CWES81535,CUDA Developer Best Practices [CWES81535],Connect With the Experts,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-cwes81535/,"Jake Hemstad (Software Engineering Manager, NVIDIA); Georgii Evtushenko (Sr. Software Engineer, NVIDIA); Trent Nelson (Principal Software Engineer, NVIDIA); Leo Fang (Python CUDA Tech Lead, NVIDIA); Jaydeep Marathe (Principal Software Engineer, NVIDIA); Jonathan Bentz (CUDA Technical Marketing Engineer, NVIDIA); Vyas Ramasubramani (NVIDIA); Jonathan Dekhtiar (NVIDIA); Rafael Campana (Sr. Engineering Director of CUDA Developer Tools, NVIDIA); Ashwin Srinath (Senior Software Engineer, NVIDIA); Bryce Lelbach (Principal Architect, NVIDIA)","Join this live Q&A session with some of NVIDIA’s own CUDA developers to demystify the process of building real-world CUDA applications. From utilizing CUDA accelerated libraries, profilers, and debugging tools to setting up CI pipelines, packaging, and builds—this session covers the entire development life cycle. If you’re looking for practical guidance on integrating GPU acceleration into your software, this is the perfect opportunity to get answers and advice from engineers who develop and maintain CUDA software every day.",HPC / Scientific Computing,CUDA
CWES81538,"Multi-Modal RAG: Build Agentic AI Systems With Video, Audio, and Text [CWES81538]",Connect With the Experts,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-cwes81538/,"Maryam Najafian (Principal SWE, Agentic AI Tech Lead, NVIDIA); Rachel Allen (Engineering Manager, Cybersecurity AI, NVIDIA); Nave Algarici (Generative AI Product Manager, NVIDIA); Annie Surla (Developer Advocate Engineer, NVIDIA); Edward Li (Technical Marketing Engineer, NVIDIA); Bo Liu (Sr. Research Manager, NVIDIA); Sean Sodha (Sr. Software Product Manager, NVIDIA); Daniel Fatade (Sr. Solutions Architect, Gen AI, NVIDIA); Michael Demoret (Engineering Manager, Cybersecurity AI, NVIDIA); Randy Gelhausen (Sr. Engineering Manager, NVIDIA); Tanay Varshney (Developer Advocate Engineer for Deep Learning SW, NVIDIA); Ruchika Kharwar (Product Manager, NVIDIA)","Enterprise developers are moving beyond text-based retrieval-augmented generation (RAG) to harness multi-modal data—video, audio, and text. This Connect with the Experts session explores best practices for designing and optimizing multi-modal agentic RAG systems. Learn to combine speech recognition, visual understanding, and LLMs to enable context-rich, dynamic enterprise AI applications. The discussion covers real-world implementation including vector indexing of multi-modal embeddings, latency optimization for large-scale deployments, and fine-tuning for domain-specific retrieval. Gain insights into integrating NVIDIA Nemotron models and cuVS accelerated vector search to create unified RAG pipelines that reason across diverse data types. Engage with NVIDIA experts and fellow developers to exchange design patterns and best practices for powering next-generation enterprise intelligence.",All Industries,"NIM, NeMo"
CWES81540,"Scale MoE Training With Megatron Core: Features, Optimizations, and Best Practices [CWES81540]",Connect With the Experts,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-cwes81540/,"Jack Chang (DevTech Engineer, NVIDIA); Yigong Qin (Developer Technology Engineer, NVIDIA); Hongxiao Bai (Sr. DevTech Engineer, NVIDIA); Hongbin Liu (Developer Technology, NVIDIA); Zijie Yan (Sr. DevTech Engineer, NVIDIA); Yuzhong Wang (DevTech Engineer, NVIDIA); Dennis Liu (Sr. DevTech Engineer, NVIDIA); Kunlun Li (Software Engineer, NVIDIA); Xin Yao (Sr. DevTech Engineer, NVIDIA); Zhongbo Zhu (DevTech Engineer, AI, NVIDIA); Yan Bai (DevTech Engineer, NVIDIA)","Engage directly with the Megatron Core MoE development team to explore mixture of experts (MoE) training at scale. This interactive session offers a unique opportunity to discuss the latest advancements in MoE training framework, roadmap, and best practices with the engineers who build it. We'll cover how to train state-of-the-art models like DeepSeek-V3 and Qwen, and share strategies for achieving optimal performance on the latest Grace Blackwell hardware. We'll dive into key features such as leveraging FP8 for accelerated training, implementing efficient expert parallelism with DeepEP/HybridEP, maximizing communication efficiency with 1F1B EP Overlap, and minimizing memory footprint. Whether you're building the next foundation model or optimizing an existing training pipeline, this session delivers actionable insights to maximize throughput and harness the full power of Megatron Core.",Consumer Internet,"Grace, Megatron, NeMo"
CWES81549,"What's in Your Developer Toolbox? CUDA, AI, and Graphics Profiling, Optimization, and Debugging Tools [CWES81549]",Connect With the Experts,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-cwes81549/,"Rafael Campana (Sr. Engineering Director of CUDA Developer Tools, NVIDIA); Holly Wilper (Manager, System Software Tools, NVIDIA); Magnus Strengert (Software Engineering Manager, NVIDIA); Jonathan Litt (Technical Product Manager, NVIDIA); Jackson Marusarz (Technical Product Manager, NVIDIA); Gaoyan Xie (Sr. Manager of Software Engineering, NVIDIA)","Several experts from the tools development and management teams will be available to talk about getting started, best practices, and advanced techniques for application debugging and optimization with NVIDIA developer tools. You can ask questions about anything from high-level concepts to specific tools details and also discuss plans and suggestions for improving the tools in the future. We can provide a brief overview of the NVIDIA Nsight family of design, profiling, and debugging tools, including an introduction to the latest features and copilot integrations for developing CUDA compute, AI, and graphics applications on the newest platforms.",All Industries,CUDA
CWES81554,Real-World Federated Learning With NVIDIA FLARE [CWES81554],Connect With the Experts,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-cwes81554/,"Holger Roth (Principal Federated Learning Scientist, NVIDIA); Yuan-Ting Hsieh (Senior Software Engineer, NVIDIA); Chester Chen (Sr. Product and Engineering Manager, NVIDIA); Isaac Yang (Software Engineer, NVIDIA); Jiahui Guan (Senior Solution Architect, NVIDIA); Zhijin Li (Sr. Solutions Architect, NVIDIA)","Federated learning is transforming data-centric industries such as healthcare, life sciences, finance, and transportation — domains where privacy, compliance, and data governance are essential. NVIDIA FLARE enables collaborative model training across institutions without moving sensitive data, unlocking insights from distributed datasets that would otherwise remain siloed. Today, organizations worldwide are deploying federated learning in production, using NVIDIA FLARE to build more accurate diagnostic models, accelerate drug discovery, improve financial risk modeling, and optimize transportation systems. With Confidential Computing on NVIDIA GPUs, FLARE supports secure, decentralized pipelines that maintain data protection and execution integrity across every site, even when running complex multi-party workflows. Meet the experts behind NVIDIA FLARE and join the discussion.",Healthcare & Life Sciences,"CUDA, FLARE, Isaac"
CWES81555,"Leverage AI and Accelerated Computing for Digital Biology: Parabricks, BioNeMo and Clara Open Models [CWES81555]",Connect With the Experts,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-cwes81555/,"Kyle Gion (Product Manager, Digital Biology Research, NVIDIA); Neha Tadimeti (Product Manager, NVIDIA); Severin Dicks (NVIDIA); T.J. Chen (Product Lead, Genomics, NVIDIA); Daniel Puleri (HPC Engineer, NVIDIA); Steven Kothen-Hill (Sr. Deep Learning Bioinformatics Scientist, NVIDIA); Peter St. John (Machine Learning Engineer, NVIDIA); Pankaj Vats (Sr. Bioinformatics/Genomics Scientist, NVIDIA); Jonathan Mitchell (Sr. Machine Learning Engineer, NVIDIA); Mahan Salehi (Product Manager, NVIDIA); Xin Yu (Sr. Solution Architect, NVIDIA); Kushal Shah (NVIDIA); Darren Hsu (Solutions Architect, NVIDIA); Isabel Wilkinson (NVIDIA)","Join NVIDIA experts to explore the field of digital biology. Discuss the latest advancements in accelerated computing and foundation models for drug discovery and genomics — from bioinformatics tooling to protein structure prediction, molecular dynamics to molecular generation, and much more. Learn how NVIDIA BioNeMo, Parabricks, and RAPIDS-singlecell, together with NVIDIA NIM, empower developers, researchers, and enterprises to quickly create generative AI solutions across chemistry, biology, and genomics. Engage directly with our product managers, developer relations, and solution architects to address your challenges and answer your questions.",Healthcare & Life Sciences,"BioNeMo, CUDA, Clara, DALI, DGX, NIM, Parabricks, RAPIDS, TensorRT, Triton, cuBLAS, cuGraph, cuML"
CWES81568,Build Smarter Robots With Simulation-First Approach Using NVIDIA Isaac Sim and Isaac Lab [CWES81568],Connect With the Experts,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-cwes81568/,"Teresa Conceicao (Solutions Architect Manager - Omniverse, NVIDIA); Edith Llontop (Solutions Architect, NVIDIA); Akul Santhosh (Solution Architect, Robotics, NVIDIA); Aravindh Shanmuganathan (NVIDIA); Kartik Sachdev (Solutions Architect, NVIDIA); Kelly Guo (Engineering Manager, NVIDIA); Gavriel State (Sr. Director - Simulation and AI, NVIDIA)","Next-generation robots need the ability to sense, plan, and act with full autonomy. A simulation-first approach is key to building robots that are adaptable and efficient — supporting rapid development of robust policies and smooth transfer to new tasks across robot embodiments. Connect with NVIDIA experts to learn how NVIDIA Isaac Sim and Isaac Lab can accelerate your robotics pipeline. Explore how to generate synthetic data, train advanced robot policies, and run software-in-the-loop testing to validate your entire stack and close the gap between simulation and real-world deployment.",All Industries,"Isaac, Omniverse"
CWES81583,AI for Payments [CWES81583],Connect With the Experts,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-cwes81583/,"Benjamin Wu (Sr. Solutions Architect, NVIDIA); Jessica Clark (Sr. Solutions Architect, NVIDIA); Roman Yokunda Enzmann (Solutions Architect, NVIDIA); David Williams (Solutions Architect, NVIDIA); Alex Stephens (Sr. Solutions Architect, Financial Services, NVIDIA); Marcus Manos (Solutions Architect, NVIDIA); Anass Majji (Solution Architect, NVIDIA); Flora Huang (Sr. Solutions Architect, NVIDIA)","Learn from the NVIDIA financial services Solution Architecture team how artificial intelligence is being applied in the payments industry. We'll discuss techniques like tabular transformers, graph neural networks, and NVIDIA NIMs for large language models, and how they apply to critical payments workflows like fraud detection, anti-money laundering, and customer experience.",Financial Services,"DGX, Morpheus, NCCL, NIM, RAPIDS, TensorRT, Triton, cuDF, cuGraph, cuML"
CWES81586,Connect With the Experts on the Technology Behind DGX Cloud [CWES81586],Connect With the Experts,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-cwes81586/,"Andrew Liu (Enterprise Products) (Technical Marketing Engineering Manager, NVIDIA Corporation); Christian Shrauder (Director, Cloud Integration Architecture, NVIDIA); Ed Balduf (Cloud Integration Architect, NVIDIA); Peter Cross (Sr. Technical Marketing Engineer, NVIDIA); Pete MacKinnon (Senior Architect, NVIDIA); Yuze Ma (Senior Product Manager, NVIDIA); Sowmyan Soman (Principal Cloud Integration Architect, NVIDIA); Andrew Thappa (Product Manager, Inference, NVIDIA)","Join the DGX Cloud team to ask questions and learn about the technical details, design philosophies, common issues and solutions, and challenges we’re trying to solve, across our portfolio of technologies from GPU Health to distributed inference at scale, and more.",All Industries,"CUDA, DGX, NIM, NeMo, TensorRT, Triton"
CWES81591,Tile Programming for GPUs [CWES81591],Connect With the Experts,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-cwes81591/,"Bryce Lelbach (Principal Architect, NVIDIA); Stephen Jones (CUDA Architect, NVIDIA); Jared Roesch (NVIDIA); Jaydeep Marathe (Principal Software Engineer, NVIDIA); Andy Terrel (CUDA Python Product Lead, NVIDIA); Rob Armstrong (CUDA Technical PM Lead, NVIDIA)","Bring your questions about performance portability, integration with existing frameworks, and migrating from traditional SIMT kernels for an in-depth discussion of when and how to use each model effectively. Connect with CUDA experts who can help you navigate the new generation of tile-based GPU programming models, including OpenAI’s Triton, NVIDIA’s CuTe DSL in CUTLASS, and the recently announced cuTile tile programming model for CUDA. Come explore how these array- and tile-centric abstractions automate memory movement, pipelining, and Tensor Core utilization while still letting you write high-performance kernels in Python or C++ for AI, scientific computing, and HPC workloads.",All Industries,"CUDA, Triton"
CWES81600,3D Gaussian Splatting for Physical AI Simulation [CWES81600],Connect With the Experts,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-cwes81600/,"Harel Omer (Sr. Product Manager, Robotics, NVIDIA); Zoe LaLena (Solutions Architect, NVIDIA); Brent Bartlett (Sr. Solutions Architect, NVIDIA); Matthew Cragun (Director of Product, Autonomous Vehicles, NVIDIA); Itai Zadok (Sr. Product Manager, NVIDIA); Riccardo de Lutio (Research Scientist, NVIDIA); Mohamed Hosny (System SW Engineering Manager, NVIDIA)","Advances in 3D Gaussian-based reconstruction are transforming simulation for autonomous vehicles and robotics. This interactive session offers an opportunity to connect directly with experts on cutting-edge techniques for indoor and outdoor physical AI simulation. Learn how Gaussian splatting enables real-time rendering of complex, photorealistic environments with greater computational efficiency than traditional 3D reconstruction methods. Whether you’re a researcher, developer, or industry professional, this session provides the technical grounding and networking opportunities needed to apply 3D Gaussian splatting in simulation pipelines that accelerate autonomy development.",Automotive / Transportation,"Isaac, Omniverse"
CWES81615,Inter-GPU Communication Techniques and Libraries for HPC and AI [CWES81615],Connect With the Experts,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-cwes81615/,"Pak Markthub (Sr. Software Engineer, NVIDIA); Jiri Kraus (Principal Developer Technology, NVIDIA); Arnav Goel (Sr. Software Engineer, NVIDIA); Jim Dinan (Distinguished Engineer, NVIDIA); Sylvain Jeaugey (Distinguished Engineer, NVIDIA); Akshay Venkatesh (Sr. Software Engineer, NVIDIA); Oded Green (Sr. Developer Technology Engineer, NVIDIA)","Discuss with experts everything related to inter-GPU communication through NVLink, Infiniband, or other networks. We'll cover all communication libraries: NCCL, MPI, UCX/UCC and NVSHMEM. This is the perfect place to discuss performance benefits of GPU Direct, NVLink, Infiniband, and SHARP to accelerate your deep learning training workload or your HPC application.",All Industries,"CUDA, NCCL, NVLink"
CWES81626,From Sandbox to Scale: Build Production-Ready AI Agents for Your Business [CWES81626],Connect With the Experts,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-cwes81626/,"Meghana Puvvadi (Director of Engineering, AI/ML Enterprise, NVIDIA); Michael Demoret (Engineering Manager, Cybersecurity AI, NVIDIA); Rachel Allen (Engineering Manager, Cybersecurity AI, NVIDIA); JB Blair (Solutions Architect Manager, NVIDIA); Dhruv Nandakumar (Cybersecurity AI Solutions Architect, NVIDIA); Rich Harang (Principal AI Security Engineer, NVIDIA); Hsin Chen (Sr. Data Scientist, Cybersecurity AI, NVIDIA); Nic Borensztein (Principal Solutions Architect, NVIDIA); Matt Penn (Solutions Architect, NVIDIA); Sean Lopp (Sr. Engineer, NVIDIA); Colt McAnlis (Principal Architect, NVIDIA); Ryan Angilly (Principal Engineer, NVIDIA)","Join our experts for a candid, face-to-face discussion on the critical steps needed to take your AI agents from proof-of-concept to production. We'll go beyond the basics, diving into real-world challenges like building for scale, ensuring robust security, and maintaining performance in enterprise environments. This is your chance to get practical advice, ask your toughest questions, and learn what it takes to build agents that truly deliver value for the business.",All Industries,"NIM, NeMo"
CWES81635,"Next-Generation Discovery: Agentic AI for Science, AI-Driven Simulation, and GPU-Accelerated Chemistry [CWES81635]",Connect With the Experts,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-cwes81635/,"Justin Smith (Sr. Developer Relations Manager, NVIDIA); Stefan Maintz (DevTech Manager, NVIDIA); Yutong Zhao (Product Manager, NVIDIA); Alan Gray (Principal Developer Technology Engineer, NVIDIA); Evan Weinberg (Sr. Compute Developer Technology Engineer, NVIDIA); Piero Altoe (Developer Relations Manager, NVIDIA); Robert Parrish (Sr. Engineering Manager, NVIDIA); Logan Ward (Application Engineer, NVIDIA)","Accelerate your scientific discovery pipeline by connecting directly with experts spanning autonomous AI agents for science, AI for molecular and materials simulation, and high-performance traditional atomistic simulation. You will explore how to leverage the latest GPU-optimized tools — including NVIDIA ALCHEMI Toolkit, cuEquivariance, VASP, and GROMACS — to maximize accuracy and computational throughput for your specific research challenges.",HPC / Scientific Computing,CUDA
CWES81646,"MedTech: Physical AI for Imaging, Intervention, and Robotics [CWES81646]",Connect With the Experts,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-cwes81646/,"Zhijin Li (Sr. Solutions Architect, NVIDIA); Jay Carlson (Holoscan Product Manager, NVIDIA); Daguang Xu (Sr. Research Manager, NVIDIA); Oliver Kutter (Solution Architect Manager, NVIDIA); Mikael Brudfors (Sr. Solution Architect, NVIDIA); Andres Diaz-Pinto (Sr. AI Scientist, NVIDIA); Mahdi Azizian (Sr. Director, Holoscan Platform and Medical Technologies, NVIDIA); Mostafa Toloui (Holoscan Product Management Lead, NVIDIA); Anas Abidin (Manager of Healthcare Solution Architecture and Engineering, NVIDIA); Rahul Choudhury (Sr. Software Engineering Manager, NVIDIA); Bob Keating (NVIDIA); Bogdan Mitrea (Senior Solution Architect, NVIDIA); Stephen Aylward (Global Alliance Manager for Developer Relations, MedTech, NVIDIA); Nadim Daher (Healthcare Ecosystem Development, NVIDIA)","Physical AI is redefining how next-generation medical devices perceive, decide, and act in the real world. From advanced imaging systems and autonomous interventional workflows to intelligent surgical robots, developers now require a unified stack that bridges data, simulation, and real-time runtime and control. NVIDIA’s platforms — such as Holoscan, Isaac for Healthcare, Omniverse, Cosmos and Metropolis — deliver an end-to-end foundation for building and scaling physical AI: model training with domain-specific foundation models, high-fidelity digital twins for procedure-aware simulation, and deterministic low-latency deployment at the edge. Join NVIDIA experts to learn how to leverage our full-stack technologies to accelerate your development — from imaging and interventional systems to next-generation robotics — and bring safer, smarter MedTech to market faster.",Healthcare & Life Sciences,"Holoscan, Isaac, Omniverse"
