date,time,type,title,url,speaker,end_time,abstract,overview,匹配团队,关注方向,推荐理由
TUE 2 DEC,9:30 a.m.,Tutorial,"Human-AI Alignment: Foundations, Methods, Practice, and Challenges",https://neurips.cc/virtual/2025/109592,,12:00 PM,,,,,
TUE 2 DEC,9:30 a.m.,Tutorial,"Model Merging: Theory, Practice and Applications",https://neurips.cc/virtual/2025/109593,,12:00 PM,,,,,
TUE 2 DEC,9:30 a.m.,Tutorial,New Frontiers of Hyperparameter Optimization: Recent advances and open challenges in theory and practice,https://neurips.cc/virtual/2025/109594,,12:00 PM,,,,,
TUE 2 DEC,9:30 a.m.,Tutorial,"Explain AI Models: Methods and Opportunities in Explainable AI, Data-Centric AI, and Mechanistic Interpretability",https://neurips.cc/virtual/2025/109599,,1:30 PM,,,,,
TUE 2 DEC,9:30 a.m.,Tutorial,Energy and Power as First-Class ML Design Metrics,https://neurips.cc/virtual/2025/109589,,12:00 PM,,"Overview: The tutorial titled 'Energy and Power as First-Class ML Design Metrics' at NeurIPS 2025 focuses on addressing energy as a critical bottleneck in machine learning. It provides practical measurements, a primer on power and energy as computing resources, and optimizations from kernels to clusters. The event is a collaboration between The ML.ENERGY Initiative at the University of Michigan and NVIDIA, featuring a series of sessions and an industry panel discussion. | Research Interests: Energy efficiency in machine learning, Power and energy as computing resources, Performance optimization under power constraints, Energy optimization with performance considerations, Industry applications of power and energy in ML",计算,计算: 高效模型架构,计算: Session讨论功耗-性能度量与功率约束优化，可重点关注低精度算子能耗剖析、能效Roofline与power capping，支撑精度规格与算力配置。
TUE 2 DEC,noon,Expo Demonstration,Multimodal AI Forensic Search for Video Surveillance,https://neurips.cc/virtual/2025/128632,,3:00 PM,"Video surveillance often requires searching for specific targets from long-duration videos using multiple cameras. Traditional tracking‑and‑detection pipelines demand heavy manual filtering, and even recent multimodal approaches such as using CLIP remain limited to shallow visual attributes (e.g., clothing color) and weak temporal reasoning. This makes forensic search labor‑intensive.x000Dx000DWe present ForeSea, a novel AI forensic search system that supports rich multimodal queries (text + image) and returns timestamped evidence of key events. ForeSea is organized as a multi‑stage pipeline that couples tracking and retrieval with time‑aware VideoLLM reasoning: (1) uses tracking model to filter out irrelevant segments (e.g., frames without people) and produces person‑centric clips; (2) retrieval constructs an index over tracked clips to form a searchable database; and (3) during inference, the multimodal query is embedded to retrieve the top N candidate clips, which are then fed into a time-aware VideoLMM that performs temporal grounding and generates precise answers from concise input. Through ForeSea's multi-stage pipeline, we can search for targets using both image and text queries (e.g., asking 'When does this person get involved in a fight?' with an image of the person). This approach eliminates the need for detailed textual descriptions and enables effective temporal understanding across long videos.x000Dx000DTo evaluate LMM based forensic search, we introduce AI Forensic‑QA, a benchmark for multimodal video question answering with temporal grounding. On this benchmark, ForeSea achieves an 8.6 % accuracy improvement and a 6.9 (IoU) gain over strong baselines. To the best of our knowledge, this is the first benchmark in this domain to support multimodal queries evaluation. Our live demo showcases multimodal search, timestamped evidence visualization, and side‑by‑side comparisons with SOTA models.",,诺亚; CBG,诺亚: 大模型长序列，多模态长序列; CBG: 3DAIGC,诺亚: Session讨论时间感知VideoLLM的长视频检索与时序定位，可重点关注检索-候选-Grounding测试时策略与模型内置记忆更新机制。; CBG: Session讨论跟踪+检索+时间感知VideoLLM的多阶段管线，可重点关注人物中心切片、跨镜时空关联与时序Grounding以提升分割与跟踪。
TUE 2 DEC,noon,Expo Demonstration,Efficient LiDAR Processing with AI Models Leveraging Heterogeneous Compute,https://neurips.cc/virtual/2025/128633,,3:00 PM,"This demo showcases heterogeneous compute execution of a LiDAR model running in real time on an edge device. The LiDAR processing, specifically 3D sparse convolution (spconv3d) network, runs on the Qualcomm Adreno GPU, while the Region Proposal Network (RPN) executes on the Qualcomm Hexagon NPU.  This division of labor across specialized processors reduces on-device inference latency and maximizes overall efficiency. Additionally, a lightweight, learnable voxel removal layer that hierarchically prunes redundant voxels further reduces inference time without compromising detection accuracy.x000Dx000D""This Proposal is provided for review and evaluation purposes only. Do not redistribute to any third party without the express prior written consent of Qualcomm Technologies, Inc.""x000Dx000DImplementation challenge that we tacklex000Dx000DLiDAR models often combine different types of operations: irregular, sparse computations (e.g., SpConv3D) and dense convolutional layers (e.g., CNNs). These operations have distinct hardware affinities—SpConv3D is better suited for SIMT-style GPUs, while CNNs benefit from SIMD-style NPUs. Efficient execution requires mapping each part of the model to the most appropriate compute unit.x000Dx000DAnother challenge is the variability in voxel density across LiDAR frames. Not all voxels contribute meaningfully to object detection, many represent ground planes or distant background and can be safely discarded. However, identifying and removing these in a lightweight, learnable way is non-trivial.",,温哥华云; CBG,温哥华云: Embodied AI; CBG: 3DAIGC,温哥华云: Session讨论边端LiDAR在GPU/NPU的异构映射、spconv3D/RPN分工与可学习体素裁剪，可重点关注具身系统实时感知的算子分配、异构调度与时延优化。; CBG: Session讨论spconv3D在GPU、RPN在NPU的分工及可学习体素裁剪，可重点关注3D/4D稀疏重建的稀疏卷积加速、体素裁剪与端侧实时部署。
TUE 2 DEC,noon,Expo Demonstration,Parallel generation with verification on device,https://neurips.cc/virtual/2025/128634,,3:00 PM,"In this work, we address the challenges of efficiently generating and verifying multiple responses from large language models (LLMs) directly on device. While sampling with non-zero temperature often yields improved responses compared to greedy approaches, selecting the best response requires generating several candidates and evaluating them without incurring significant latency or resource overhead. Cloud-based solutions often rely on separate verification models, which are impractical for on-device deployment due to resource constraints. Our proposed solution leverages multi-stream execution graphs and parallel LLM generation, enabling joint generation and verification within a unified framework. Combined with post-processing techniques such as majority voting, this approach minimizes latency and optimizes the selection of high-quality responses, paving the way for more effective on-device LLM inference.x000Dx000DSpecific challenge that we tackle (research/implementation-wise)x000Dx000DUsing non-zero temperature sampling with language models can result in higher-quality responses compared to greedy sampling, although this is not always assured. Achieving optimal output often requires generating multiple candidate responses and selecting the most suitable one for the user. This technique is widely adopted to enhance inference-time performance. When implemented on device, however, it presents two primary challenges: minimizing the latency associated with generating several responses and determining a resource-efficient method for selecting the best response from the generated set.",,海思; 计算; 诺亚,海思: 大语言模型和扩散模型的加速; 计算: 训推新范式; 诺亚: 大模型长序列，多模态长序列,海思: Session讨论端侧多流并行生成与联合验证，可重点关注NPU多流执行图调度、并行采样与多数投票的硬件落地与降延策略。; 计算: Session讨论端侧并行解码与联合验证的新范式，可重点关注流并行度、验证开销与带宽约束对架构定义与调度策略的影响。; 诺亚: Session讨论非零温度并行采样与端侧联合验证，可重点关注多数投票/一致性检查等测试时推理策略的精度-延迟权衡与算法优化。
TUE 2 DEC,noon,Expo Demonstration,Soft Prompts for On-Device Content Moderation,https://neurips.cc/virtual/2025/128635,,3:00 PM,"We demonstrate the first on-device integration of a safety-aligned large language model (LLM) using soft prompt distillation, powered by our proposed TV-DiSP framework. Our system showcases how a mobile device can run a quantized LLM equipped with learned soft prompts to moderate harmful or toxic content in real-time. The demo highlights the difference in LLM outputs with and without our soft prompts when subjected to adversarial or unsafe inputs, enabling efficient and safe deployment of LLMs on edge devices.x000Dx000DLLMs are known to produce unsafe or toxic outputs when prompted harmfully. Traditional safety mechanisms rely on dual-model architectures—pairing a base LLM with a separate guard model—which are memory and computationally expensive and unsuitable for deployment on resource-constrained devices like smartphones. The challenge is to achieve robust safety alignment without compromising latency, memory, or model utility in edge environments.",,多伦多云,多伦多云: AI Agent,多伦多云: Session讨论软提示蒸馏在端侧量化LLM的安全对齐与内容审核，可重点关注以TV-DiSP实现单模型护栏替代守卫模型、在Agent写操作前后的拦截与评测策略。
TUE 2 DEC,noon,Expo Demonstration,Generating group photos of multiple people from text and reference images,https://neurips.cc/virtual/2025/128636,,3:00 PM,"Reference-based multi-human image generation is emerging as a critical capability for personalization, synthetic data creation, and benchmarking generative models. Unlike single-subject generation, this task requires compositional reasoning to place multiple individuals—each with distinct identities—into a coherent scene guided by a text prompt. Existing models often fail to preserve identities or maintain spatial fidelity, which limits their applicability for real-world scenarios such as social content creation or training vision systems.x000Dx000DOur demo addresses these challenges by showcasing a state-of-the-art system for reference-based multi-human generation. The system takes reference images of multiple individuals and a text description of the desired scene, then produces a high-quality image featuring all participants in context. Built on the Flux-Kontext backbone and trained using synthetic data from DisCo (arXiv:2510.01399), our RL-based approach optimizes multiple rewards including Human Preference Score (HPS3) and Average ID Similarity. Evaluation on MultiHuman-Testbench (arXiv:2506.20879) confirms state-of-the-art performance.x000Dx000DThis demo showcases fast generation on a laptop powered by a Snapdragon processor, highlighting the efficiency and scalability of our solution.",,温哥华云; 海思; 诺亚,温哥华云: Reinforcement fine tuning (RFT); 海思: 大语言模型和扩散模型的加速; 诺亚: 大模型后训练Reasoning，RL,温哥华云: Session讨论基于RL的多目标图像生成优化（HPS3、ID相似度），可重点关注奖励设计与权重调度、离线RFT采样效率和可扩展训练。; 海思: Session讨论参考驱动的多人图像生成与文本/图像条件融合，可重点关注统一特征空间建模、身份嵌入缓存与轻量蒸馏以支撑低时延。; 诺亚: Session讨论多目标RL驱动的人偏好对齐与身份保持图像生成，可重点关注奖励组合/约束优化、偏好模型训练与策略稳定性。
TUE 2 DEC,noon,Expo Demonstration,Reasoning through Multimodal End-to-End Decision Transformer Networks and Vision Language Action (VLA) models,https://neurips.cc/virtual/2025/128637,,3:00 PM,"This demonstration showcases the live output and visualization capabilities of an edge-integrated VLA model for path planning in automated driving scenarios. By harnessing raw multimodal sensor inputs, including visual and voice data, the VLA model processes information in real time to generate safe, explainable, and repeatable driving trajectories. The system operates on a Snapdragon Ride Elite SoC platform and incorporates safety guardrails, enabling robust decision-making and transparent reasoning. Attendees will observe how end-to-end AI networks interpret complex environmental cues to deliver actionable driving paths, with a special focus on complex use cases involving vulnerable road users and other actors on the road. This demonstration highlights advances in multimodal reasoning and edge deployment for next-generation intelligent mobility solutions.",,温哥华云; 诺亚,温哥华云: Embodied AI; 诺亚: 大模型后训练Reasoning，RL,温哥华云: Session讨论端侧VLA与Decision Transformer在自动驾驶路径规划的实时推理与可解释性，可重点关注感知-行动对齐、离线RL序列建模与安全护栏工程化。; 诺亚: Session讨论Decision Transformer与VLA驱动的端到端决策推理，可重点关注离线RL/行为克隆、隐式规划、长尾场景安全约束下的推理校正策略。
TUE 2 DEC,noon,Expo Demonstration,Disaggregated LLM Serving on AI Accelerators,https://neurips.cc/virtual/2025/128638,,3:00 PM,"This demo showcases disaggregated serving on Qualcomm Cloud AI 100 Ultra Card, a power-efficient AI inference accelerator purpose-built for large language models (LLMs) serving. The accelerator has been deployed across multiple cloud service providers (CSPs) globally and is actively serving state-of-the-art LLMs and other generative AI workloads.x000Dx000DLLM inference typically involves two distinct stages: prefill and decode. The prefill stage is compute bound, while the decode stage is memory bound. Applying uniform parallelism strategies across both stages often results in suboptimal performance, particularly in key metrics such as Time to First Token (TTFT) and Requests Per Minute (RPM) at the cluster level.x000Dx000DThis demo highlights the performance benefits of disaggregated parallelism strategies tailored to the unique characteristics of each stage. By optimizing the execution of prefill and decode independently, we demonstrate significant improvements in TTFT and overall throughput.x000Dx000DKey benefits:x000Dx000DImproved TTFT: Faster initial response times for LLM queries.x000Dx000DHigher throughput: Increased number of requests served per minute at the cluster level.x000Dx000DOptimized resource utilization: Efficient mapping of compute and memory resources to match workload characteristics.x000Dx000DSLA-adherent performance: Maintains service quality and responsiveness within strict latency and throughput requirements.",,海思; 计算,海思: 大语言模型和扩散模型的加速; 计算: 训推新范式,海思: Session讨论LLM推理前填充/解码解耦与分离并行以优化首Token时延与吞吐，可重点关注阶段化算存映射、解码内存瓶颈加速与低时延调度。; 计算: Session讨论面向前填充/解码的分解化并行与TTFT/RPM权衡，可重点关注阶段化负载画像、并行策略对芯片与集群编排及SLA的影响。
TUE 2 DEC,noon,Expo Demonstration,SwiftEdit: Fast Text-guided Image Editing via One-step Diffusion on a Mobile Device,https://neurips.cc/virtual/2025/128639,,3:00 PM,"In this demo, we show an on-device inference of our one-step diffusion image editing model (SwiftEdit) [1] that performs interactive image editing based on the user’s source image and text prompt, running on an Android smartphone powered by Qualcomm Technologies’ latest Snapdragon Mobile Platform. On A100 GPUs, this technique can run in real-time with 0.23s per single edit operation. We expect SwiftEdit to perform each edit operation in seconds on the smartphone, demonstrating efficient and responsive on-device diffusion inference.x000Dx000DScientific Challenge that we tacklex000Dx000DExisting text-guided image editing methods fell short of the speed demands required for real-world and on-device applications due to the costly multi-step inversion and sampling process involved. In response to this, we developed SwiftEdit that performed image editing using just one-step inversion and one-step image reconstruction.x000Dx000DEfficiently running SwiftEdit requires concurrently on-boarding multiple deep models, including IP-Adapter (Vision Encoder and Image Projection), SwiftBrush (U-Net, VAE, Text Encoder), and SwiftBrush-based Inversion Network. This poses significant challenges for efficient execution and inter-module communication, while enabling an interactive image editing experience for the user — with all computation performed entirely on the edge device.",,海思; 计算,海思: 大语言模型和扩散模型的加速; 计算: 高效模型架构,海思: 该session展示在安卓手机端的一步扩散图像编辑（SwiftEdit），用一步反演+一步重建替代传统多步反演与采样，显著压缩推理路径，直接回应“在低延迟前提下实现实时推理”的难题；同时并行上板IP-Adapter（视觉编码与图像投影）、SwiftBrush（U-Net、VAE、文本编码器）与反演网络并优化模块间通信，提供了在文本+图像条件下减少条件融合与交互编辑延迟的具体工程做法。; 计算: SwiftEdit将多步扩散重构为一步反演+一步重建，并在边缘设备上协同IP-Adapter、U-net、VAE、文本编码器与反演网络，体现面向低时延/低功耗的生成模型架构演进与跨模块通信优化。该方法及其实测性能（A100单次编辑0.23s、手机侧秒级）可直接用于评估算力-带宽配比、算子融合与调度策略等系统需求，帮助把握高效生成模型架构的演进方向。
TUE 2 DEC,noon,Expo Demonstration,Mobile Video Diffusion Transformers,https://neurips.cc/virtual/2025/128640,,3:00 PM,"We demonstrate Neogradon, the first video diffusion transformer (DiT) designed to run on low-power NPUs in mobile devices, such as phones and laptops. Despite DiTs huge memory and computation cost due to the quadratic attention over thousands of video tokens, we show that mobile devices can run these models when being designed for efficiency. To achieve this level of efficiency:x000Dx000DWe replace the original large text encoder with a much smaller one with minimal quality loss through our novel distillation framework, which doesn’t require any image or video data.x000Dx000DWe propose an asymmetric decoder distillation approach, which allows us to replace the native codec-latent-VAE decoder with a more efficient one, without disturbing the generative latent-space of the video generation pipeline.x000Dx000DWith our block pruning strategy, we remove entire blocks from the MMDiT denoiser based on their relative importance and recover the original performance through a two-stage distillation process.x000Dx000DWe reduce the diffusion sampling cost using our novel extended version of DMD (distribution matching distillation) for the pyramidal flow-matching objective.x000Dx000DNeodragon generates 49 frames of 640x1024 resolution within 7.6 seconds on the Qualcomm Hexagon NPU with the VBench total score of 81.61, setting a new state of the art for mobile video generation.x000Dx000D""This Proposal is provided for review and evaluation purposes only. Do not redistribute to any third party without the express prior written consent of Qualcomm Technologies, Inc.""",,海思; 计算,海思: 大语言模型和扩散模型的加速; 计算: 训推新范式,海思: 该演示直面“移动端NPU上的Video DiT加速”，与贵组的扩散模型加速高度一致。具体对应难题：1) 通过块级剪枝+两阶段蒸馏、以及将DMD扩展到pyramidal flow-matching降低采样成本，在Qualcomm Hexagon NPU上实现7.6秒生成49帧且VBench=81.61，提供“低延迟且质量基本不降”的可复用路径；2) 用“无图像/视频数据”的文本编码器蒸馏将大文本编码器替换为小模型，直接降低多模态条件（文本→视频）编码时延；3) 正面应对“数千视频token导致的二次注意力”问题，以整块剪枝+蒸馏和采样蒸馏降低有效计算复杂度，并以非对称解码器蒸馏替换codec-latent-VAE以进一步缩短端到端延迟。; 计算: 该Session展示多项会改变训练/推理负载形态的新范式：无数据蒸馏构建小型文本编码器、非对称解码器蒸馏以在不破坏潜空间下替换为高效解码器、基于块重要性的整块剪枝并用两阶段蒸馏恢复精度、以及将DMD扩展到pyramidal flow-matching以削减扩散采样步数。这些方法在不改变任务目标的情况下显著改变推理路径（采样循环/模块深度/算子组合），为跟踪、理解并预测未来训推范式→负载特征的演进提供了具体技术样本。
TUE 2 DEC,noon,Expo Demonstration,Pushing the boundaries of chemical synthesis with RetroChimera,https://neurips.cc/virtual/2025/128641,,3:00 PM,"Retrosynthesis - the task of planning chemical reaction recipes to synthesize complex molecules - remains a bottleneck in the discovery of novel pharmaceuticals. We recently released RetroChimera - a model for predicting chemical reactions - which demonstrated robustness well outside of training distribution by transferring zero-shot to internal reaction data at a major pharmaceutical company. We also found that industrial organic chemists prefer predictions from RetroChimera over real patented reactions in terms of quality, revealing a high degree of alignment. In this demo, we will showcase the model, let attendees query it live, and show them how to interpret the results.",,,,
