date,time,type,title,url,speaker,end_time,abstract,overview,匹配团队,关注方向,推荐理由
TUE 2 DEC,9:30 a.m.,Tutorial,"Human-AI Alignment: Foundations, Methods, Practice, and Challenges",https://neurips.cc/virtual/2025/109592,,12:00 PM,,,多伦多云; 温哥华云; 诺亚,多伦多云: AI Agent; 温哥华云: Reinforcement fine tuning (RFT); 诺亚: 大模型后训练Reasoning，RL,多伦多云: 该session主题为Human-AI Alignment，直接涉及AI Agent的行为可靠性、评估准确性及自主学习机制等问题，能为团队提升Agent行为的可靠性和管控提供方法和技术支持。; 温哥华云: Human-AI Alignment涵盖强化学习在大模型中的应用，session内容可为团队解决强化学习在实际应用中理论与生产落地的差距、样本效率和性能提升等难题提供基础方法和实践经验。; 诺亚: 该session关注Human-AI Alignment的基础与实践，涉及自博弈与经验学习等训练框架，与团队在大模型后训练推理和强化学习的研究方向高度契合，有助于解决其在推理和训练框架上的挑战。
TUE 2 DEC,9:30 a.m.,Tutorial,"Model Merging: Theory, Practice and Applications",https://neurips.cc/virtual/2025/109593,,12:00 PM,,,nan,nan,nan
TUE 2 DEC,9:30 a.m.,Tutorial,New Frontiers of Hyperparameter Optimization: Recent advances and open challenges in theory and practice,https://neurips.cc/virtual/2025/109594,,12:00 PM,,,nan,nan,nan
TUE 2 DEC,9:30 a.m.,Tutorial,"Explain AI Models: Methods and Opportunities in Explainable AI, Data-Centric AI, and Mechanistic Interpretability",https://neurips.cc/virtual/2025/109599,,1:30 PM,,,nan,nan,nan
TUE 2 DEC,9:30 a.m.,Tutorial,Energy and Power as First-Class ML Design Metrics,https://neurips.cc/virtual/2025/109589,,12:00 PM,,"Overview: The tutorial titled 'Energy and Power as First-Class ML Design Metrics' at NeurIPS 2025 focuses on addressing energy as a critical bottleneck in machine learning. It provides practical measurements, a primer on power and energy as computing resources, and optimizations from kernels to clusters. The event is a collaboration between The ML.ENERGY Initiative at the University of Michigan and NVIDIA, featuring a series of sessions and an industry panel discussion. | Research Interests: Energy efficiency in machine learning, Power and energy as computing resources, Performance optimization under power constraints, Energy optimization with performance considerations, Industry applications of power and energy in ML",海思; 计算; 计算; 计算,海思: 大语言模型和扩散模型的加速; 计算: 高效模型架构; 计算: 训推新范式; 计算: 前沿应用负载,海思: Session聚焦于能耗和功率作为机器学习设计的核心指标，提供从内核到集群的性能优化方法，能够为海思团队在实现低延迟实时推理响应和多模态条件融合延迟优化中，提供能耗和功率约束下的优化思路和技术支持。; 计算: Session强调能耗和功率作为计算资源的关键指标，涵盖性能优化与功耗约束，能帮助计算团队理解和应对低精度训练推理对计算架构的能耗影响，支持其对模型架构演进趋势及计算系统需求的准确预判。; 计算: Session内容涉及能耗和功率优化，能够为计算团队在跟踪和预测训练推理新范式负载特征时，提供基于能耗和功率的性能优化方法，帮助准确定义未来负载的能耗特性。; 计算: Session聚焦于能耗和功率作为机器学习设计指标，能为计算团队研究Agentic和多模态模型应用负载的快速演进提供能耗优化视角，支持软硬件系统在能耗约束下的导入和优化。
TUE 2 DEC,noon,Expo Demonstration,Multimodal AI Forensic Search for Video Surveillance,https://neurips.cc/virtual/2025/128632,,3:00 PM,"Video surveillance often requires searching for specific targets from long-duration videos using multiple cameras. Traditional tracking‑and‑detection pipelines demand heavy manual filtering, and even recent multimodal approaches such as using CLIP remain limited to shallow visual attributes (e.g., clothing color) and weak temporal reasoning. This makes forensic search labor‑intensive.x000Dx000DWe present ForeSea, a novel AI forensic search system that supports rich multimodal queries (text + image) and returns timestamped evidence of key events. ForeSea is organized as a multi‑stage pipeline that couples tracking and retrieval with time‑aware VideoLLM reasoning: (1) uses tracking model to filter out irrelevant segments (e.g., frames without people) and produces person‑centric clips; (2) retrieval constructs an index over tracked clips to form a searchable database; and (3) during inference, the multimodal query is embedded to retrieve the top N candidate clips, which are then fed into a time-aware VideoLMM that performs temporal grounding and generates precise answers from concise input. Through ForeSea's multi-stage pipeline, we can search for targets using both image and text queries (e.g., asking 'When does this person get involved in a fight?' with an image of the person). This approach eliminates the need for detailed textual descriptions and enables effective temporal understanding across long videos.x000Dx000DTo evaluate LMM based forensic search, we introduce AI Forensic‑QA, a benchmark for multimodal video question answering with temporal grounding. On this benchmark, ForeSea achieves an 8.6 % accuracy improvement and a 6.9 (IoU) gain over strong baselines. To the best of our knowledge, this is the first benchmark in this domain to support multimodal queries evaluation. Our live demo showcases multimodal search, timestamped evidence visualization, and side‑by‑side comparisons with SOTA models.",,nan,nan,nan
TUE 2 DEC,noon,Expo Demonstration,Efficient LiDAR Processing with AI Models Leveraging Heterogeneous Compute,https://neurips.cc/virtual/2025/128633,,3:00 PM,"This demo showcases heterogeneous compute execution of a LiDAR model running in real time on an edge device. The LiDAR processing, specifically 3D sparse convolution (spconv3d) network, runs on the Qualcomm Adreno GPU, while the Region Proposal Network (RPN) executes on the Qualcomm Hexagon NPU.  This division of labor across specialized processors reduces on-device inference latency and maximizes overall efficiency. Additionally, a lightweight, learnable voxel removal layer that hierarchically prunes redundant voxels further reduces inference time without compromising detection accuracy.x000Dx000D""This Proposal is provided for review and evaluation purposes only. Do not redistribute to any third party without the express prior written consent of Qualcomm Technologies, Inc.""x000Dx000DImplementation challenge that we tacklex000Dx000DLiDAR models often combine different types of operations: irregular, sparse computations (e.g., SpConv3D) and dense convolutional layers (e.g., CNNs). These operations have distinct hardware affinities—SpConv3D is better suited for SIMT-style GPUs, while CNNs benefit from SIMD-style NPUs. Efficient execution requires mapping each part of the model to the most appropriate compute unit.x000Dx000DAnother challenge is the variability in voxel density across LiDAR frames. Not all voxels contribute meaningfully to object detection, many represent ground planes or distant background and can be safely discarded. However, identifying and removing these in a lightweight, learnable way is non-trivial.",,nan,nan,nan
TUE 2 DEC,noon,Expo Demonstration,Parallel generation with verification on device,https://neurips.cc/virtual/2025/128634,,3:00 PM,"In this work, we address the challenges of efficiently generating and verifying multiple responses from large language models (LLMs) directly on device. While sampling with non-zero temperature often yields improved responses compared to greedy approaches, selecting the best response requires generating several candidates and evaluating them without incurring significant latency or resource overhead. Cloud-based solutions often rely on separate verification models, which are impractical for on-device deployment due to resource constraints. Our proposed solution leverages multi-stream execution graphs and parallel LLM generation, enabling joint generation and verification within a unified framework. Combined with post-processing techniques such as majority voting, this approach minimizes latency and optimizes the selection of high-quality responses, paving the way for more effective on-device LLM inference.x000Dx000DSpecific challenge that we tackle (research/implementation-wise)x000Dx000DUsing non-zero temperature sampling with language models can result in higher-quality responses compared to greedy sampling, although this is not always assured. Achieving optimal output often requires generating multiple candidate responses and selecting the most suitable one for the user. This technique is widely adopted to enhance inference-time performance. When implemented on device, however, it presents two primary challenges: minimizing the latency associated with generating several responses and determining a resource-efficient method for selecting the best response from the generated set.",,海思,海思: 大语言模型和扩散模型的加速,海思: Session聚焦于在设备端实现多候选响应的并行生成与验证，解决了低延迟和资源受限环境下的推理效率问题，直接对应海思团队关于如何实现低延迟实时推理响应的难题。
TUE 2 DEC,noon,Expo Demonstration,Soft Prompts for On-Device Content Moderation,https://neurips.cc/virtual/2025/128635,,3:00 PM,"We demonstrate the first on-device integration of a safety-aligned large language model (LLM) using soft prompt distillation, powered by our proposed TV-DiSP framework. Our system showcases how a mobile device can run a quantized LLM equipped with learned soft prompts to moderate harmful or toxic content in real-time. The demo highlights the difference in LLM outputs with and without our soft prompts when subjected to adversarial or unsafe inputs, enabling efficient and safe deployment of LLMs on edge devices.x000Dx000DLLMs are known to produce unsafe or toxic outputs when prompted harmfully. Traditional safety mechanisms rely on dual-model architectures—pairing a base LLM with a separate guard model—which are memory and computationally expensive and unsuitable for deployment on resource-constrained devices like smartphones. The challenge is to achieve robust safety alignment without compromising latency, memory, or model utility in edge environments.",,海思,海思: 大语言模型和扩散模型的加速,海思: Session展示了如何在移动设备上运行量化的大语言模型并使用软提示实现实时内容审核，直接涉及低延迟实时推理响应的挑战，与团队关注的保持对话质量和上下文一致性前提下实现低延迟推理高度相关。
TUE 2 DEC,noon,Expo Demonstration,Generating group photos of multiple people from text and reference images,https://neurips.cc/virtual/2025/128636,,3:00 PM,"Reference-based multi-human image generation is emerging as a critical capability for personalization, synthetic data creation, and benchmarking generative models. Unlike single-subject generation, this task requires compositional reasoning to place multiple individuals—each with distinct identities—into a coherent scene guided by a text prompt. Existing models often fail to preserve identities or maintain spatial fidelity, which limits their applicability for real-world scenarios such as social content creation or training vision systems.x000Dx000DOur demo addresses these challenges by showcasing a state-of-the-art system for reference-based multi-human generation. The system takes reference images of multiple individuals and a text description of the desired scene, then produces a high-quality image featuring all participants in context. Built on the Flux-Kontext backbone and trained using synthetic data from DisCo (arXiv:2510.01399), our RL-based approach optimizes multiple rewards including Human Preference Score (HPS3) and Average ID Similarity. Evaluation on MultiHuman-Testbench (arXiv:2506.20879) confirms state-of-the-art performance.x000Dx000DThis demo showcases fast generation on a laptop powered by a Snapdragon processor, highlighting the efficiency and scalability of our solution.",,温哥华云,温哥华云: Reinforcement fine tuning (RFT),温哥华云: 该session采用了基于强化学习（RL-based approach）优化多重奖励（Human Preference Score和Average ID Similarity），直接对应团队关注的Reinforcement fine tuning技术，展示了强化学习在多人体图像生成中的实际应用，能为团队解决强化学习理论到生产落地的差距及性能提升提供具体案例和思路。
TUE 2 DEC,noon,Expo Demonstration,Reasoning through Multimodal End-to-End Decision Transformer Networks and Vision Language Action (VLA) models,https://neurips.cc/virtual/2025/128637,,3:00 PM,"This demonstration showcases the live output and visualization capabilities of an edge-integrated VLA model for path planning in automated driving scenarios. By harnessing raw multimodal sensor inputs, including visual and voice data, the VLA model processes information in real time to generate safe, explainable, and repeatable driving trajectories. The system operates on a Snapdragon Ride Elite SoC platform and incorporates safety guardrails, enabling robust decision-making and transparent reasoning. Attendees will observe how end-to-end AI networks interpret complex environmental cues to deliver actionable driving paths, with a special focus on complex use cases involving vulnerable road users and other actors on the road. This demonstration highlights advances in multimodal reasoning and edge deployment for next-generation intelligent mobility solutions.",,海思; 计算; 诺亚,海思: 大语言模型和扩散模型的加速; 计算: 前沿应用负载; 诺亚: 大模型后训练Reasoning，RL,海思: Session聚焦多模态端到端决策Transformer网络和视觉语言动作模型，涉及多模态条件融合和实时推理，直接对应海思团队关于多模态条件融合延迟大和实时推理响应低延迟的难题，session中展示的边缘端VLA模型和安全决策推理技术可为其提供具体的加速和优化思路。; 计算: Session展示了多模态模型在自动驾驶路径规划中的实时决策和复杂环境理解，涉及Agentic AI系统和多模态推理，符合计算团队关注的Agentic和多模态模型应用负载的快速演进及其对计算架构的新诉求，session内容可帮助其理解和应对未来软硬件系统的负载挑战。; 诺亚: Session强调端到端AI网络的推理能力和透明决策过程，涉及复杂环境下的推理和决策，契合诺亚团队关于后训练推理和强化学习（RL）框架的研究方向，session中多模态推理和安全决策机制可为其提供具体的技术参考。
TUE 2 DEC,noon,Expo Demonstration,Disaggregated LLM Serving on AI Accelerators,https://neurips.cc/virtual/2025/128638,,3:00 PM,"This demo showcases disaggregated serving on Qualcomm Cloud AI 100 Ultra Card, a power-efficient AI inference accelerator purpose-built for large language models (LLMs) serving. The accelerator has been deployed across multiple cloud service providers (CSPs) globally and is actively serving state-of-the-art LLMs and other generative AI workloads.x000Dx000DLLM inference typically involves two distinct stages: prefill and decode. The prefill stage is compute bound, while the decode stage is memory bound. Applying uniform parallelism strategies across both stages often results in suboptimal performance, particularly in key metrics such as Time to First Token (TTFT) and Requests Per Minute (RPM) at the cluster level.x000Dx000DThis demo highlights the performance benefits of disaggregated parallelism strategies tailored to the unique characteristics of each stage. By optimizing the execution of prefill and decode independently, we demonstrate significant improvements in TTFT and overall throughput.x000Dx000DKey benefits:x000Dx000DImproved TTFT: Faster initial response times for LLM queries.x000Dx000DHigher throughput: Increased number of requests served per minute at the cluster level.x000Dx000DOptimized resource utilization: Efficient mapping of compute and memory resources to match workload characteristics.x000Dx000DSLA-adherent performance: Maintains service quality and responsiveness within strict latency and throughput requirements.",,海思; 存储; DCN,海思: 大语言模型和扩散模型的加速; 存储: 单/多模型推理; DCN: Network4AI 与 AI4Network,海思: Session聚焦于LLM推理的分阶段（prefill和decode）优化及加速，特别是低延迟实时推理和高效资源利用，直接对应海思团队关于低延迟实时推理响应和长上下文推理复杂度优化的难题。; 存储: Session中提到的分阶段并行策略和资源优化涉及内存与计算资源的高效调度，与存储团队关注的多模型系统中KV Cache加载卸载及内存与存储协调利用的新方法高度相关。; DCN: Session展示了在云服务提供商环境下的AI加速器部署和集群级别的吞吐量提升，涉及计算、存储与网络资源的协同优化，契合DCN团队关于数据中心AI训练推理网络基础设施优化与协同设计的关注。
TUE 2 DEC,noon,Expo Demonstration,SwiftEdit: Fast Text-guided Image Editing via One-step Diffusion on a Mobile Device,https://neurips.cc/virtual/2025/128639,,3:00 PM,"In this demo, we show an on-device inference of our one-step diffusion image editing model (SwiftEdit) [1] that performs interactive image editing based on the user’s source image and text prompt, running on an Android smartphone powered by Qualcomm Technologies’ latest Snapdragon Mobile Platform. On A100 GPUs, this technique can run in real-time with 0.23s per single edit operation. We expect SwiftEdit to perform each edit operation in seconds on the smartphone, demonstrating efficient and responsive on-device diffusion inference.x000Dx000DScientific Challenge that we tacklex000Dx000DExisting text-guided image editing methods fell short of the speed demands required for real-world and on-device applications due to the costly multi-step inversion and sampling process involved. In response to this, we developed SwiftEdit that performed image editing using just one-step inversion and one-step image reconstruction.x000Dx000DEfficiently running SwiftEdit requires concurrently on-boarding multiple deep models, including IP-Adapter (Vision Encoder and Image Projection), SwiftBrush (U-Net, VAE, Text Encoder), and SwiftBrush-based Inversion Network. This poses significant challenges for efficient execution and inter-module communication, while enabling an interactive image editing experience for the user — with all computation performed entirely on the edge device.",,海思,海思: 大语言模型和扩散模型的加速,海思: 该session介绍了SwiftEdit在移动设备上实现的一步扩散模型推理，直接涉及扩散模型的高效推理和多模态条件融合，能够为海思团队关于多模态条件融合延迟大和低延迟实时推理响应的难题提供技术参考和解决思路。
