date,time,type,title,url,speaker,end_time,abstract,overview,matched_team,recommendation_reason,focus_area
"Tuesday, Dec 2, 2025",09:30,Tutorial,From Tuning to Guarantees: Statistically Valid Hyperparameter Selection,https://neurips.cc/virtual/2025/128794,,12:00,"""The performance and reliability of modern machine learning systems depend critically on hyperparameter selection. Whether tuning a large language model, configuring a vision pipeline, or deploying AI in safety-critical environments, the choice of hyperparameters is decisive. Current tuning strategies such as grid or random search and Bayesian optimization are powerful for empirical optimization but they do not provide statistical guarantees on the reliability of the selected configuration after deployment. This gap becomes critical when models must satisfy strict performance, safety, or fairness requirements.This tutorial introduces a rigorous and practical framework that treats hyperparameter selection as a statistical testing problem. By constructing valid p- or e-values for candidate configurations and applying multiple hypothesis testing (MHT) procedures, practitioners can control deployment risk with finite-sample guarantees. We begin with the Learn-Then-Test (LTT) methodology for average-risk control and build up to multiple key extensions, such as controlling the quantile risk using quantile LTT (QLTT), multi-objective optimization through Pareto Testing (PT), incorporating prior information through the concept of reliability graphs, and data-efficient selection through adaptive LTT (aLTT). Throughout the tutorial, we emphasize conceptual clarity, plain-language explanations of assumptions, and hands-on demonstrations with minimal, reproducible notebooks.Attendees will gain a drop-in toolkit for augmenting existing tuning workflows with statistically valid selection. They will learn how to formalize relevant risk functions, generate valid evidence, choose appropriate error-rate controls (FWER/FDR), and navigate the trade-offs between statistical conservatism and power under limited data. No prior expertise in multiple hypothesis testing is required.""",,多伦多云,多伦多云: 多伦多云关注AI代理的可靠性和持续学习，而本教程提供统计验证的超参数选择方法，有助于严格控制模型性能和安全风险，实现更可信的部署与优化。,多伦多云: 超参数统计验证; 多重假设检验; 风险控制机制; 模型性能保障; 有限样本理论
"Tuesday, Dec 2, 2025",13:30,Tutorial,How to Build Agents to Generate Kernels for Faster LLMs (and Other Models!),https://neurips.cc/virtual/2025/128792,,16:00,"The compute demanded by modern AI has been exploding since 2016; the FLOPs used to train frontier models have grown at a rate of 2.4x per year [0], and the inference side is growing even faster—already an estimated 80% of total AI electricity use [1]. Large language models and other deep networks rely on highly tuned GPU kernels to achieve state-of-the-art performance; these efficient kernels directly translate to cost and energy savings. In this 2.5-hour in-person tutorial, we demonstrate how LLM-powered agents can generate and optimize GPU kernels for CUDA, HIP/ROCm, and Triton. We begin with a unified primer on GPU‐programming fundamentals and common tooling (memory hierarchy, occupancy, profilers), then introduce an agentic loop: prompt engineering, compiler/profiler feedback as tools, iterative kernel refinement, correctness validation, and automated benchmarking. We will provide additional benchmarking examples on HIP and Triton, on top of Stanford’s KernelBench that covers CUDA [2], KernelBot as reliable source of human curated dataset for heterogenous GPU code [3], and show how to turn runtime and profiler metrics into reward signals that drive kernel optimizations. On top of this loop, we build an inference-scaling framework in which the LLM proposes candidate kernels, compiles them, measures latency/throughput/energy, and feeds those signals back as rewards. By combining test-time scaling techniques the agent iteratively discovers increasingly accurate and efficient kernels. Attendees will compare generated code against expert kernels, inspect wins and losses. By the end, participants will walk away with a reproducible pipeline for LLM-driven GPU‐kernel optimization.",,海思; 计算,海思: 本次教程聚焦用LLM智能生成GPU核函数，实现性能与能效双提升，正好契合海思在加速大模型时需降低计算和内存瓶颈的需求。; 计算: 这场教程技术聚焦GPU核生成与优化，直接提升推理效率和能耗控制，契合计算BU对硬件—软件协同设计和动态负载预测的需求。通过实战演练，掌握循环,海思: GPU核函数自动生成; 性能与能效优化; 内存层次结构管理; 异构加速框架; 自动化性能反馈循环; 计算: GPU编程基础; 自动化内核优化; 性能与能耗评测; 基于LLM的代码生成; 编译器与分析工具
"Tuesday, Dec 2, 2025",13:30,Tutorial,"Positional Encoding: Past, Present, and Future",https://neurips.cc/virtual/2025/128797,,16:00,"""Positional Encoding is a foundational yet often opaque component of Transformerarchitectures, underpinning how self-attention mechanisms capture sequence orderin language, vision, and multimodal models. Despite its centrality to the successof modern LLMs, and other attention-reliant architectures, the mathematical in-tuition behind positional encoding remains challenging and inaccessible to manyresearchers and practitioners. This workshop aims to demystify positional encodingby bridging formal theory with intuitive understanding and practical experimen-tation. Through a series of guided lectures, visual demonstrations, and hands-oncoding sessions, participants will explore the operational principles behind ef-fective positional representations, the evolution of key methods (from sinusoidaland learned embeddings to rotary and relative encodings), and open challengesthat motivate current research directions. We will also provide open-source codeimplementations, mathematical visualizations, and collaborative ideation sessionsfor fostering new positional encoding concepts. By easing the barrier to entry forthis mathematically intensive, yet crucial topic, the workshop seeks to foster deeperunderstanding, interdisciplinary exchange, and novel contributions to the future ofPositional Encoding, and Transformer design""",,诺亚,诺亚: 诺亚业务关注长序列推理与跨模态处理，精准理解和设计位置编码有助于优化序列表示和计算效率，提升模型的长距离依赖捕捉和多模态融合能力。,诺亚: 位置编码原理; 长序列注意力机制; 跨模态序列处理; 可扩展编码方法; 代码实现与实验
"Tuesday, Dec 2, 2025",13:30,Tutorial,Science of Trustworthy Generative Foundation Models,https://neurips.cc/virtual/2025/128795,,16:00,"We are living through a moment that once belonged to science fiction: generative foundation models can write, reason, design, diagnose, and increasingly, decide. They are no longer just predicting the next word — they are shaping knowledge, influencing choices, and becoming collaborators in science, medicine, education, and daily life. But here's the tension: as their capabilities accelerate, our ability to trust them has not kept pace.Trustworthiness can't remain a ""patch after the failure"" or a moral hope layered on top of engineering. It must evolve into a science—a discipline as rigorous as the one that created these models in the first place. In this tutorial, we explore what that science looks like: how we understand model behaviors, measure and stress-test trust, and design systems that earn it. We'll build the foundations together, then step into the frontier—where models begin to exhibit human-like cognitive behaviors that inspire wonder, but also demand responsibility and new forms of alignment.This session is an invitation: to move beyond building models that impress us, toward building models we can trust with what matters.",,多伦多云; 可信; 中软,多伦多云: 该BU强调AI代理的可信执行与持续优化，会议内容聚焦于构建严谨的信任度科学，有助于解决代理行为的信任验证和多步骤决策的责任分配问题。; 可信: 这场教程深入探讨了如何科学地评估和设计可信生成模型，正好契合构建可信智能体中对不确定性量化和行为校准的核心需求。; 中软: 多轮对话与异步编排对模型的信任和一致性提出了高要求，本教程针对模型行为理解与信任测试，助力构建可靠的分布式AI系统。,多伦多云: 模型行为理解; 信任度测量与压力测试; 事务语义保障; 在线持续改进; 长程决策信用分配; 可信: 不确定性量化方法; 多模态意图识别; 模型行为解释; 在线自我学习机制; 风险监控与干预; 中软: 模型行为理解; 信任度量与测试; 异步编排机制; 多轮长上下文管理; 安全隐私防护
"Wednesday, Dec 3, 2025",08:30,Invited Talk,The Oak Architecture: A Vision of SuperIntelligence from Experience,https://neurips.cc/virtual/2025/invited-talk/129132,Rich Sutton,09:30,"As AI has become a huge industry, to an extent it has lost its way. What is needed to get us back on track to true intelligence? We need agents that learn continually. We need world models and planning. We need knowledge that is high-level and learnable. We need to meta-learn how to generalize. The Oak architecture is one answer to all these needs. It is a model-based RL architecture with three special features: 1) all of its components learn continually, 2) each learned weight has a dedicated step-size parameter that is meta-learned using online cross-validation, and 3) abstractions in state and time are continually created in a five-step progression: Feature Construction, posing a SubTask based on the feature, learning an Option to solve the subtask, learning a Model of the option, and Planning using the option’s model (the FC-STOMP progression). The Oak architecture is rather meaty; in this talk we give an outline and point to the many works, prior and contemporaneous, that are contributing to its overall vision of how superintelligence can arise from an agent’s experience.",,可信; 多伦多云; 诺亚,可信: Oak架构重视持续学习与元学习，正好对应可信BU对持续适应与在线策略改进的需求，特别是通过分层抽象和模型规划提升内存与上下文管理能力。; 多伦多云: 这个Oak框架强调持续学习和元学习，正好对应多伦多云关注的在线改进循环和连续学习机制，能增强智能体的稳健性和泛化能力。; 诺亚: Oak架构强调持续学习和高级抽象，与BU在多模态和长序列推理中需要的适应性计算策略高度契合，特别是其元学习和规划机制有助提升长期推理的准确性,可信: 持续学习机制; 元学习步长调整; 分层状态与时间抽象; 模型规划策略; 安全适应与风险控制; 多伦多云: 持续学习能力; 元学习参数调优; 抽象层次建模; 模型规划策略; 在线改进反馈; 诺亚: 持续学习机制; 元学习调参; 状态与时间抽象; 模型规划策略; 多模态长序列推理
"Wednesday, Dec 3, 2025",14:30,Invited Talk,Are We Having the Wrong Nightmares About AI?,https://neurips.cc/virtual/2025/invited-talk/129136,Zeynep Tufekci,15:30,"Though seemingly opposite, doom and optimism regarding generative AI's spectacular rise both center on AGI or even superintelligence as a pivotal moment. But generative AI operates in a distinct manner from human intelligence, and it’s not a less intelligent human on a chip slowly getting smarter anymore than cars were mere horseless carriages. It must be understood on its own terms. And even if Terminator isn’t coming to kill us or superintelligence isn’t racing to save us, generative AI does bring profound challenges, well-beyond usual worries such as employment effects.  Technology facilitates progress by transforming the difficult into easy, the rare into ubiquitous, the scarce into abundant, the manual into automated, and the artisan into mass-produced. While potentially positive long-term, these inversions are extremely destabilizing during the transition, shattering the correlations and assumptions of our social order that relied on superseded difficulties as mechanisms of proof, filtering, sorting and signaling. For example, while few would dispute the value of the printing press or books, their introduction led to such destructive upheaval that the resulting religious wars caused proportionally more deaths than all other major wars and pandemics since combined. Historically, a new technology's revolutionary impact comes from making what's already possible and desired cheap, easy, fast, and large-scale, not from outdated or ill-fitting benchmarks that technologists tend to focus on. As such, Artificial Good-Enough Intelligence can unleash chaos and destruction long before, or if ever, AGI is reached. Existing AI is good enough to blur or pulverize our existing mechanisms of proof of accuracy, effort, veracity, authenticity, sincerity, and even humanity. The tumult from such a transition will require extensive technological, regulatory, and societal effort to counter. But the first step to getting started is having the right nightmares.",,,,
"Thursday, Dec 4, 2025",08:30,Invited Talk,The Art of (Artificial) Reasoning,https://neurips.cc/virtual/2025/invited-talk/129134,Yejin Choi,09:30,"Scaling laws suggest that “more is more” — brute-force scaling of data and compute leads to stronger AI capabilities. However, despite rapid progress on benchmarks, state-of-the-art models still exhibit ""jagged intelligence,"" indicating that current scaling approaches may have limitations in terms of sustainability and robustness. Additionally, while the volume of papers on arXiv continues to grow rapidly, our scientific understanding of artificial intelligence hasn't kept pace with engineering advances, and the current literature presents seemingly contradictory findings that can be difficult to reconcile. In this talk, I will discuss key insights into the strengths and limitations of LLMs, examine when reinforcement learning succeeds or struggles in reasoning tasks, and explore methods for enhancing reasoning capabilities in smaller language models to help them close the gap against their larger counterparts in specific domains.",,诺亚,诺亚: 这个专题深入探讨了在有限计算资源下如何通过改进模型结构和训练策略增强小模型的推理能力，正好契合我们BU对长序列多模态推理的高效架构设计与鲁棒,诺亚: 长序列推理架构; 稀疏与线性注意力; 动态计算分配; 持久内存管理; 跨模态输入策略
"Thursday, Dec 4, 2025",14:30,Invited Talk,"On the Science of “Alien Intelligences”: Evaluating Cognitive Capabilities in Babies, Animals, and AI",https://neurips.cc/virtual/2025/invited-talk/129137,Melanie Mitchell,15:30,"Today’s generative AI systems—termed by some researchers as “alien intelligences”—have exceeded human performance on many benchmarks meant to test humanlike cognitive capabilities.  However, these systems still struggle in unhumanlike ways on real-world tasks requiring these capabilities.  This disconnect may be due in part to neglect in the AI community of well-founded experimental protocols for evaluating cognition.  In this talk I will summarize several recommendations on experimental methods from developmental and comparative psychology—fields that study the “alien intelligences” of babies and non-human animals—and demonstrate the application of such methods in two case studies of cognitive abilities in LLMs: analogical reasoning and visual abstraction.",,,,
"Friday, Dec 5, 2025",08:30,Invited Talk,From Benchmarks to Problems - A Perspective on Problem Finding in AI,https://neurips.cc/virtual/2025/invited-talk/129135,Kyunghyun Cho,09:30,"During the past 15 years or so, I have worked on a series of seemingly distinct but eventually related problems, including machine learning algorithms, generative modeling with neural networks, machine translation, language modeling, medical imaging, a bit of healthcare, protein modeling and a bit of drug discovery. I chose to work on some of these problems intentionally, while it was pure serendipity that I worked on some others. It was only in hindsight that these seemingly different problems turned out to be closely related to each other from both technical, social and personal perspectives. In this talk, I plan to do my own retrospective on my own choices, be them intentional or not, on these problems and share with you my thoughts what our own discipline, which is sometimes called computer science, data science, machine learning or artificial intelligence, is.",,,,
"Friday, Dec 5, 2025",14:30,Invited Talk,Demystifying depth: Principles of learning in deep neural networks,https://neurips.cc/virtual/2025/invited-talk/129133,Andrew Saxe,15:30,"Deep neural networks have revolutionized artificial intelligence, yet their inner workings remain poorly understood. This talk presents mathematical analyses of the nonlinear dynamics of learning in several solvable deep network models, offering theoretical insights into the role of depth. These models reveal how learning algorithms, data structure, initialization schemes, and architectural choices interact to produce hidden representations that afford complex generalization behaviors. A recurring theme across these analyses is a neural race: competing pathways within a deep network vie to explain the data, with an implicit bias toward shared representations. These shared representations in turn shape the network’s capacity for systematic generalization, multitasking, and transfer learning. I will show how such principles manifest across diverse architectures—including feedforward, recurrent, and linear attention networks. Together, these results provide analytic foundations for understanding how environmental statistics, network architecture, and learning dynamics jointly structure the emergence of neural representations and behavior.",,,,
