bu_name,session_title,session_type,session_date,session_time,base_cosine,rel,tech_overlap,novelty,actionability,confidence,final_score,scoring_reason,recommendation_reason,focus_areas
诺亚,The Oak Architecture: A Vision of SuperIntelligence from Experience,Invited Talk,"Wednesday, Dec 3, 2025",08:30,0.40184980630874634,0.7,0.5,0.8,0.6,0.9,0.5985,"Both focus on continual learning, model-based RL, and planning which overlaps with BU's post-training and reasoning goals. Oak's meta-learned step sizes and abstractions offer novel insight. However, BU's detailed long-sequence, memory, and multimodal methods differ technically, limiting direct overlap and actionability.",Oak架构强调持续学习和高级抽象，与BU在多模态和长序列推理中需要的适应性计算策略高度契合，特别是其元学习和规划机制有助提升长期推理的准确性,持续学习机制; 元学习调参; 状态与时间抽象; 模型规划策略; 多模态长序列推理
中软,Vision Language Models: Challenges of Real World Deployment,Workshop,"Sunday, Nov 30, 2025",11:00,0.5634012222290039,0.7,0.6,0.75,0.6,0.9,0.6270000000000001,"Session focuses on real-world deployment challenges of multimodal VLMs, overlapping BU needs in uncertainty handling, robustness, and systems optimizations, but BU's emphasis on distributed AI primitives and stateful orchestration is less covered, yielding moderate-high relevance and value.",该Session聚焦于提高视觉语言模型在效率、鲁棒性和系统级部署的可靠性，正好对中软构建分布式AI框架和多模态管道中的不确定性处理、安全防护,高效推理加速; 多模态不确定性处理; 系统级鲁棒性设计; 分布式流水线整合; 安全隐私防御
中软,Science of Trustworthy Generative Foundation Models,Tutorial,"Tuesday, Dec 2, 2025",13:30,0.35232967138290405,0.7,0.5,0.8,0.6,0.9,0.5985,"Session focuses on trustworthy generative models, aligning with BU's emphasis on security, privacy, and reliability. However, BU needs system-level orchestration and multimodal fusion not directly addressed. Strong potential for learning about trust and model alignment.",多轮对话与异步编排对模型的信任和一致性提出了高要求，本教程针对模型行为理解与信任测试，助力构建可靠的分布式AI系统。,模型行为理解; 信任度量与测试; 异步编排机制; 多轮长上下文管理; 安全隐私防护
中软,NORA: The First Workshop on Knowledge Graphs & Agentic Systems Interplay,Workshop,"Monday, Dec 1, 2025",06:00,0.5269882678985596,0.7,0.6,0.7,0.5,0.85,0.5966250000000001,"Session focuses on agents and knowledge graphs enhancing contextual memory and reasoning, aligning well with BU's interest in long-context memory and agent orchestration, though session is broader and less system-primitives focused, limiting immediate actionable specifics for BU's tooling and security challenges.",这个Workshop探讨了知识图谱辅助解决多轮对话中的长期记忆和信息整合问题，正好契合中软对统一长上下文存储和状态一致性的需求，同时关注异步,统一长上下文记忆模型; 知识图谱构建与增强; 智能体异步调度机制; 多模态信息融合; 安全隐私保护
可信,The Oak Architecture: A Vision of SuperIntelligence from Experience,Invited Talk,"Wednesday, Dec 3, 2025",08:30,0.5383872985839844,0.8,0.7,0.85,0.6,0.9,0.7124999999999999,"The session discusses continual learning, meta-learning, and hierarchical planning closely related to BU's safety and agent architecture challenges, offering innovative methods with moderate direct application potential.",Oak架构重视持续学习与元学习，正好对应可信BU对持续适应与在线策略改进的需求，特别是通过分层抽象和模型规划提升内存与上下文管理能力。,持续学习机制; 元学习步长调整; 分层状态与时间抽象; 模型规划策略; 安全适应与风险控制
可信,Science of Trustworthy Generative Foundation Models,Tutorial,"Tuesday, Dec 2, 2025",13:30,0.39355090260505676,0.85,0.65,0.75,0.6,0.9,0.7077500000000001,"The session covers trustworthy generative foundation models with emphasis on trust science, aligning well with the BU's focus on trustworthy AI agents. However, BU's detailed agent architecture and runtime mechanisms are more specific than the tutorial scope, reducing actionability slightly.",这场教程深入探讨了如何科学地评估和设计可信生成模型，正好契合构建可信智能体中对不确定性量化和行为校准的核心需求。,不确定性量化方法; 多模态意图识别; 模型行为解释; 在线自我学习机制; 风险监控与干预
可信,NORA: The First Workshop on Knowledge Graphs & Agentic Systems Interplay,Workshop,"Monday, Dec 1, 2025",06:00,0.4888514280319214,0.8,0.7,0.75,0.65,0.9,0.7077499999999999,"Session focuses on knowledge graphs enhancing agent systems, addressing catastrophic forgetting and context limitations aligned with BU's trust and memory challenges. Overlap in architectures and memory management is strong; novelty and actionable insights on knowledge graph integration are likely useful for BU.",该Session强调利用知识图增强语言模型代理的记忆和推理能力，与可信BU中多模态意图识别和长期状态管理技术密切相关，有助提升代理的在线自学,知识图增强记忆管理; 多模态意图识别; 长期状态保持机制; 在线自学习安全; 风险感知与干预
可信,NeurIPS 2025 Workshop on Socially Responsible and Trustworthy Foundation Models,Workshop,"Sunday, Nov 30, 2025",11:00,0.26214104890823364,0.85,0.6,0.7,0.65,0.9,0.691125,"Session focuses on trustworthy foundation models and ethical risks, aligning well with BU's trust challenges. While methods overlap moderately, BU can gain novel insights on responsible deployment and governance applicable soon.",该BU关注在多模态环境中推断用户意图及动态适应，与Workshop中跨学科提升模型透明度、公平性和安全性的主题高度契合，有助推动可信机制和风,多模态意图识别; 不确定性量化; 记忆与上下文管理; 自我学习与防护; 风险监测与干预
可信,Vision Language Models: Challenges of Real World Deployment,Workshop,"Sunday, Nov 30, 2025",11:00,0.44952192902565,0.75,0.65,0.7,0.6,0.9,0.6602499999999998,"Both focus on multimodal agents and robustness under real-world constraints; session addresses uncertainty estimation and modular architectures relevant to BU's trustworthiness challenge. Some BU specifics like continual self-learning and long-horizon memory are less emphasized, yielding moderate but meaningful overlap and actionable insights.",可信BU强调在非稳定环境中安全自适应与多模态意图检测，正好呼应这个研讨会中关于VLM高效推理和鲁棒训练的核心挑战。可以借鉴其中对不确定性量化,多模态意图识别; 不确定性量化; 高效推理技术; 鲁棒训练方法; 持续在线学习策略
可信,NeurIPS 2025 Workshop on Embodied and Safe-Assured Robotic Systems,Workshop,"Sunday, Nov 30, 2025",11:00,0.6145504713058472,0.8,0.6,0.7,0.6,0.8,0.63,"Session targets safety and trustworthiness in embodied robotic systems, aligning well with BU's focus on trustworthy agentic AI. Both address safety and uncertainty, but BU emphasizes agent architectures and continual learning beyond robotics.",该Session聚焦于机器人系统的安全和行为可预测性，正好契合BU对不确定性量化和风险干预的需求，有助推进自学习策略中安全性和异常检测技术发,不确定性量化; 异常检测机制; 多模态意图推断; 在线自学习安全; 风险感知干预
